//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 29 19:35:22 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 151 29OCT2025 19:35:22 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		264776.488	      26	      00	      06	     549	    1650
		264776.472	      26	      03	      10	     163	     421
		269186.024	      27	      00	      18	     599	    1767
		274061.536	      28	      00	      16	     857	    2521
		284705.496	      29	      00	      12	    1826	    5491
		284705.496	      29	      00	      13	     377	    1113
		284705.496	      29	      02	      10	    1211	    3665
		284705.496	      29	      02	      11	    1184	    3640
		284705.464	      29	      04	      08	    1429	    4296
		284705.464	      29	      04	      09	     952	    2733
		284705.512	      29	      01	      07	     407	    1212
		284705.512	      29	      01	      08	     970	    2971
		284705.472	      29	      03	      05	    1084	    3317
		284705.472	      29	      03	      06	    1125	    3470
		284705.440	      29	      05	      03	     864	    2536
		284705.440	      29	      05	      04	     836	    2476
		291784.424	      30	      00	      26	    1019	    3049
		291784.424	      30	      00	      27	     376	    1091
		291784.416	      30	      02	      26	     818	    2465
		291784.416	      30	      02	      27	    3063	    8068
		291784.384	      30	      04	      27	     817	    2365
		291784.368	      30	      05	      32	     526	    1436
		291784.368	      30	      05	      33	     373	    1000
		293299.776	      31	      00	      19	    2546	    7681
		293299.776	      31	      02	      15	    1525	    4611
		293299.776	      31	      02	      16	    2537	    7807
		293299.744	      31	      04	      12	    1837	    5539
		293299.744	      31	      04	      13	    1892	    5763
		293299.800	      31	      01	      01	     825	    2455
		293299.800	      31	      01	      02	    2184	    6776
		293299.752	      31	      03	      04	     351	    1048
		293299.752	      31	      03	      05	    2094	    6391
		293299.752	      31	      03	      06	     110	     347
		293299.720	      31	      05	      06	    2708	    8021
		296729.360	      32	      00	      03	     177	     491
		296729.360	      32	      00	      04	    1869	    5669
		296729.360	      32	      02	      04	     776	    2344
		296729.360	      32	      02	      05	     713	    2157
		296729.328	      32	      04	      04	     513	    1392
		296729.328	      32	      04	      05	    4361	    8066
		296729.376	      32	      01	      15	    2135	    6518
		296729.376	      32	      01	      16	     111	     315
		296729.336	      32	      03	      13	     657	    2040
		296729.336	      32	      03	      14	    1228	    3803
		296729.312	      32	      05	      12	    1725	    5158
		299643.272	      33	      00	      18	    1287	    3829
		299643.272	      33	      02	      16	    2205	    6773
		299643.240	      33	      04	      14	    2248	    6702
		299643.296	      33	      01	      45	    2256	    6924
