//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 15 18:38:55 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 116 15OCT2025 18:38:55 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		        	        	      00	      16	     201	     881
		        	        	      00	      17	    1139	    4926
		        	        	      00	      18	    2330	    8039
		        	        	      00	      20	     195	     849
		        	        	      00	      21	     109	     495
		        	        	      00	      22	      95	     347
		        	        	      00	      23	    1087	    4709
		        	        	      00	      24	     743	    3315
		        	        	      00	      26	     365	    1623
		        	        	      00	      27	     105	     441
		743356.928	      70	      02	      14	     266	     943
		        	        	      02	      15	     150	     443
		        	        	      02	      23	     530	    1881
		        	        	      02	      24	     174	     484
		        	        	      02	      26	     215	     661
		        	        	      02	      27	     153	     311
		743356.888	      70	      04	      00	     874	     496
		        	        	      04	      04	     163	      85
		        	        	      04	      11	    1256	    1977
		        	        	      04	      13	     703	     234
		        	        	      04	      14	    1912	    4306
		        	        	      04	      15	     156	     160
		        	        	      04	      16	     462	     219
		        	        	      04	      21	    1853	    3979
		        	        	      04	      23	     210	     151
		        	        	      04	      24	    1697	    3582
		        	        	      04	      25	    1505	    2420
		        	        	      04	      27	    1554	    2894
		743356.944	      70	      01	      00	    2702	    8045
		        	        	      01	      01	    2377	    8048
		        	        	      01	      02	    1537	    7081
		        	        	      01	      03	     597	    2798
		        	        	      01	      04	    2185	    8087
		        	        	      01	      05	     510	    2396
		        	        	      01	      06	      66	     323
		        	        	      01	      09	     565	    2609
		        	        	      01	      10	     952	    4322
		        	        	      01	      13	    2061	    8061
		        	        	      01	      14	     717	    2936
		        	        	      01	      15	      82	     471
		        	        	      01	      28	     229	    1029
		        	        	      01	      29	     159	     812
		        	        	      01	      30	     322	    1448
		        	        	      01	      31	      77	     329
		743356.912	      70	      03	      12	     592	    1685
		        	        	      03	      13	     158	     214
		        	        	      03	      34	    1746	    6064
		        	        	      03	      35	    1045	    3316
		        	        	      03	      44	     108	     375
		743356.872	      70	      05	      03	     398	       0
		        	        	      05	      04	    1698	    3092
		        	        	      05	      22	     417	       0
		        	        	      05	      23	    1559	    2332
		        	        	      05	      29	     299	       0
		        	        	      05	      30	    2144	    4466
		        	        	      05	      31	     191	      37
		        	        	      05	      32	     255	     139
		        	        	      05	      44	     722	       0
		        	        	      05	      45	     257	       0
		        	        	      05	      46	    1295	    1822
		751445.760	      71	      00	      15	    1415	    6160
		751445.728	      71	      04	      16	     934	     457
		        	        	      04	      17	     901	     324
		751445.776	      71	      01	      41	    1545	    6829
		        	        	      01	      42	     696	    3140
		751445.744	      71	      03	      46	    1057	    2297
		        	        	      03	      47	    2166	    6927
		751445.704	      71	      05	      35	    1323	    1578
		        	        	      05	      36	    1394	    1600
		760105.600	      72	      00	      07	      98	     340
		        	        	      00	      10	     869	    3989
		        	        	      00	      11	    1798	    7938
		        	        	      00	      12	     306	    1210
		760105.600	      72	      02	      00	    1628	    6103
		760105.616	      72	      01	      40	     185	     876
