Type,Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
TT,148031,607496200,8.30139304509,-0.440070531533,1.62509935209,8.12818262723,1.68363,2.27809,1.83525,-1,132.213532918,-34.3477905986,24.4136383408,125.318038075,42.1402,1.81014,2.52367,-1,6.95265820365
TT,148031,607496200,8.30139304509,-0.440070531533,1.62509935209,8.12818262723,1.68363,2.27809,1.83525,-1,4.38533678501,0.920040042871,0.329448120392,4.27375774734,0.977246,2.18148,0.343855,1,1.75907992244
GT,148031,607496200,8.30139304509,-0.440070531533,1.62509935209,8.12818262723,1.68363,2.27809,1.83525,-1,155.275992113,43.0927923976,-28.4049424338,146.447236408,51.7753,1.76576,-0.582806,1,18.0993394082
GT,148031,607496200,8.30139304509,-0.440070531533,1.62509935209,8.12818262723,1.68363,2.27809,1.83525,-1,132.473941936,-34.4160131979,24.4616114048,125.56473124,42.1402,1.81014,2.52367,-1,6.95964579671
GG,148031,607496200,132.473941936,-34.4160131979,24.4616114048,125.56473124,42.1402,1.81014,2.52367,-1,155.275992113,43.0927923976,-28.4049424338,146.447236408,51.7753,1.76576,-0.582806,1,93.3738595337
GT,148031,608388587,59.548441341,-38.8732466598,-24.7918117557,-37.6861044213,46.106,-0.746182,-2.57387,1,51.6147622217,38.2715043102,22.3897510912,-26.4208917226,44.2452,-0.565288,0.529327,-1,90.7822608356
TT,148031,608388587,51.5048629989,38.1901160261,22.3417269017,-26.3647876115,44.2452,-0.565288,0.529327,-1,59.548441341,-38.8732466598,-24.7918117557,-37.6861044213,46.106,-0.746182,-2.57387,1,90.6854456423
GT,148031,608388587,51.5048629989,38.1901160261,22.3417269017,-26.3647876115,44.2452,-0.565288,0.529327,-1,59.5200381261,-38.8563789741,-24.7805076121,-37.666059395,46.106,-0.746182,-2.57387,1,90.6652510268
GG,148031,608388587,51.6147622217,38.2715043102,22.3897510912,-26.4208917226,44.2452,-0.565288,0.529327,-1,59.5200381261,-38.8563789741,-24.7805076121,-37.666059395,46.106,-0.746182,-2.57387,1,90.7620446534
GT,148031,609210991,70.8114803293,-25.1068195733,36.6266815778,-55.1578497609,44.4057,-1.04267,2.17171,1,53.342901379,25.7247677018,-35.3650839847,-30.5450671185,43.6934,-0.651455,-0.941944,-1,89.8184115165
TT,148031,609210991,53.2976793704,25.7012014817,-35.3349889763,-30.5207840499,43.6934,-0.651455,-0.941944,-1,70.8114803293,-25.1068195733,36.6266815778,-55.1578497609,44.4057,-1.04267,2.17171,1,89.7788030108
GT,148031,609210991,53.2976793704,25.7012014817,-35.3349889763,-30.5207840499,43.6934,-0.651455,-0.941944,-1,70.5147346319,-25.0030892963,36.47300999,-54.9261477297,44.4057,-1.04267,2.17171,1,89.5910333576
GG,148031,609210991,53.342901379,25.7247677018,-35.3650839847,-30.5450671185,43.6934,-0.651455,-0.941944,-1,70.5147346319,-25.0030892963,36.47300999,-54.9261477297,44.4057,-1.04267,2.17171,1,89.6305590232
GT,148031,610314684,118.236478332,57.0092920621,13.2362449004,-102.735563872,58.5257,-1.32857,0.228135,1,25.8575024097,-18.2366284832,-18.129148759,-2.71267654085,25.7324,-0.10532,-2.35913,-1,90.0915308481
TT,148031,610314684,25.875463471,-18.2488892908,-18.1420629866,-2.71514942286,25.7324,-0.10532,-2.35913,-1,118.236478332,57.0092920621,13.2362449004,-102.735563872,58.5257,-1.32857,0.228135,1,90.1219338544
GT,148031,610314684,25.875463471,-18.2488892908,-18.1420629866,-2.71514942286,25.7324,-0.10532,-2.35913,-1,118.87077029,57.3127087347,13.3040939958,-103.288447399,58.5257,-1.32857,0.228135,1,90.3621697136
GG,148031,610314684,25.8575024097,-18.2366284832,-18.129148759,-2.71267654085,25.7324,-0.10532,-2.35913,-1,118.87077029,57.3127087347,13.3040939958,-103.288447399,58.5257,-1.32857,0.228135,1,90.331685697
GT,148031,612751543,191.398627365,-51.2950227148,6.49669052146,184.282492523,51.7048,1.98319,3.01561,1,195.593253602,25.7748257627,-42.8766732986,189.087172845,49.1608,2.04005,-1.02962,-1,91.5588625844
TT,148031,612751543,192.243729457,25.3249197377,-42.1358837206,185.85170458,49.1608,2.04005,-1.02962,-1,191.398627365,-51.2950227148,6.49669052146,184.282492523,51.7048,1.98319,3.01561,1,90.7608712085
GT,148031,612751543,192.243729457,25.3249197377,-42.1358837206,185.85170458,49.1608,2.04005,-1.02962,-1,190.335537752,-51.0117807806,6.45926206319,183.258511188,51.7048,1.98319,3.01561,1,90.5091605912
GG,148031,612751543,195.593253602,25.7748257627,-42.8766732986,189.087172845,49.1608,2.04005,-1.02962,-1,190.335537752,-51.0117807806,6.45926206319,183.258511188,51.7048,1.98319,3.01561,1,91.3049387382
GT,148031,616490041,46.4575681144,8.53955769497,25.3550630964,-37.9801421952,26.7545,-1.14931,1.24593,1,80.9311135989,-57.0700740958,-41.3831580079,-39.7526711135,70.8742,-0.537869,-2.51415,-1,87.0251407075
TT,148031,616490041,81.3758886845,-57.3748982626,-41.6085721336,-39.9858958866,70.8742,-0.537869,-2.51415,-1,46.4575681144,8.53955769497,25.3550630964,-37.9801421952,26.7545,-1.14931,1.24593,1,87.2560745083
GT,148031,616490041,81.3758886845,-57.3748982626,-41.6085721336,-39.9858958866,70.8742,-0.537869,-2.51415,-1,46.462386679,8.54092484304,25.3566074976,-37.9846978567,26.7545,-1.14931,1.24593,1,87.2601160024
GG,148031,616490041,80.9311135989,-57.0700740958,-41.3831580079,-39.7526711135,70.8742,-0.537869,-2.51415,-1,46.462386679,8.54092484304,25.3566074976,-37.9846978567,26.7545,-1.14931,1.24593,1,87.0291717196
GT,148031,616680390,177.12737645,-54.2349295957,40.9933050035,163.561051846,67.9844,1.61169,2.49436,-1,36.660773405,24.2645422647,-6.29854811654,26.7499798742,25.2226,0.92805,-0.25403,1,85.93680208
TT,148031,616680390,36.8868864607,24.4131441751,-6.33860727968,26.9156400316,25.2226,0.92805,-0.25403,1,177.12737645,-54.2349295957,40.9933050035,163.561051846,67.9844,1.61169,2.49436,-1,86.2000442024
GT,148031,616680390,36.8868864607,24.4131441751,-6.33860727968,26.9156400316,25.2226,0.92805,-0.25403,1,177.007578423,-54.2201820568,40.9813061637,163.439212119,67.9844,1.61169,2.49436,-1,86.1817630189
GG,148031,616680390,36.660773405,24.2645422647,-6.29854811654,26.7499798742,25.2226,0.92805,-0.25403,1,177.007578423,-54.2201820568,40.9813061637,163.439212119,67.9844,1.61169,2.49436,-1,85.9185763409
GT,148031,61730187,68.3384414913,41.9098420818,-22.4272099373,49.0990510385,47.5333,0.904475,-0.491355,1,58.4481644373,-33.9254117956,26.3755154055,39.6178669793,43.089,0.82505,2.48077,-1,90.137737143
TT,148031,61730187,58.6056152827,-34.0182303974,26.4465861999,39.7233565798,43.089,0.82505,2.48077,-1,68.3384414913,41.9098420818,-22.4272099373,49.0990510385,47.5333,0.904475,-0.491355,1,90.2604040241
GT,148031,61730187,58.6056152827,-34.0182303974,26.4465861999,39.7233565798,43.089,0.82505,2.48077,-1,68.0645618948,41.7453696962,-22.3377996709,48.8990821696,47.5333,0.904475,-0.491355,1,90.0822198205
GG,148031,61730187,58.4481644373,-33.9254117956,26.3755154055,39.6178669793,43.089,0.82505,2.48077,-1,68.0645618948,41.7453696962,-22.3377996709,48.8990821696,47.5333,0.904475,-0.491355,1,89.9597951722
GT,148031,617854001,46.698313512,-24.5783923022,2.82491201295,-39.606108432,24.7402,-1.24945,3.02716,1,43.0824870082,22.7195016665,-4.89716956177,36.2757701149,23.2418,1.22806,-0.212276,-1,89.6758120286
TT,148031,617854001,43.0841393919,22.7201128656,-4.89670691538,36.2774122039,23.2418,1.22806,-0.212276,-1,46.698313512,-24.5783923022,2.82491201295,-39.606108432,24.7402,-1.24945,3.02716,1,89.6775506706
GT,148031,617854001,43.0841393919,22.7201128656,-4.89670691538,36.2774122039,23.2418,1.22806,-0.212276,-1,46.919849205,-24.6955069946,2.83937343788,-39.7936047436,24.7402,-1.24945,3.02716,1,89.8900414416
GG,148031,617854001,43.0824870082,22.7195016665,-4.89716956177,36.2757701149,23.2418,1.22806,-0.212276,-1,46.919849205,-24.6955069946,2.83937343788,-39.7936047436,24.7402,-1.24945,3.02716,1,89.8882986901
GT,148031,617917798,61.0932906035,-43.23440658,-17.4055143539,-39.499533552,46.6065,-0.76934,-2.75886,1,34.6290207374,24.0632697378,14.2020297287,20.4553004048,27.9064,0.678633,0.533181,-1,91.7729985928
TT,148031,617917798,34.5830461583,24.0328411641,14.1841357347,20.4256886527,27.9064,0.678633,0.533181,-1,61.0932906035,-43.23440658,-17.4055143539,-39.499533552,46.6065,-0.76934,-2.75886,1,91.7118992404
GT,148031,617917798,34.5830461583,24.0328411641,14.1841357347,20.4256886527,27.9064,0.678633,0.533181,-1,61.1177491318,-43.2521132427,-17.4121401672,-39.5150625723,46.6065,-0.76934,-2.75886,1,91.7302435987
GG,148031,617917798,34.6290207374,24.0632697378,14.2020297287,20.4553004048,27.9064,0.678633,0.533181,-1,61.1177491318,-43.2521132427,-17.4121401672,-39.5150625723,46.6065,-0.76934,-2.75886,1,91.7913551618
GT,148031,619397288,84.9792776968,2.42462255849,44.6032476425,-72.2920326133,44.6691,-1.25869,1.51649,-1,64.6056074259,-3.73532263181,-45.9721988437,-45.2380110691,45.9691,-0.867767,-1.65183,1,92.5134299823
TT,148031,619397288,64.3907275519,-3.72096964104,-45.8182555292,-45.0887621937,45.9691,-0.867767,-1.65183,1,84.9792776968,2.42462255849,44.6032476425,-72.2920326133,44.6691,-1.25869,1.51649,-1,92.3579488649
GT,148031,619397288,64.3907275519,-3.72096964104,-45.8182555292,-45.0887621937,45.9691,-0.867767,-1.65183,1,84.7844786732,2.42005751234,44.50284741,-72.1251450898,44.6691,-1.25869,1.51649,-1,92.2535604772
GG,148031,619397288,64.6056074259,-3.73532263181,-45.9721988437,-45.2380110691,45.9691,-0.867767,-1.65183,1,84.7844786732,2.42005751234,44.50284741,-72.1251450898,44.6691,-1.25869,1.51649,-1,92.4088658362
GT,148031,620720587,82.3234421545,-20.9563820164,-32.1351040613,72.8375116559,38.3645,1.39733,-2.14867,1,31.0803205882,16.6591977397,26.1719719607,-1.86391484061,31.0473,-0.0600827,1.00396,-1,88.14270941
TT,148031,620720587,31.1035356237,16.6713399303,26.1916258032,-1.86652814518,31.0473,-0.0600827,1.00396,-1,82.3234421545,-20.9563820164,-32.1351040613,72.8375116559,38.3645,1.39733,-2.14867,1,88.1765970535
GT,148031,620720587,31.1035356237,16.6713399303,26.1916258032,-1.86652814518,31.0473,-0.0600827,1.00396,-1,82.1382292379,-20.9070633193,-32.0601780781,72.6754237938,38.3645,1.39733,-2.14867,1,88.0761962597
GG,148031,620720587,31.0803205882,16.6591977397,26.1719719607,-1.86391484061,31.0473,-0.0600827,1.00396,-1,82.1382292379,-20.9070633193,-32.0601780781,72.6754237938,38.3645,1.39733,-2.14867,1,88.0423471474
GT,148031,62344838,35.0761952941,26.8699291079,-10.4186100102,19.9946939913,28.8191,0.64758,-0.369895,1,66.7515715244,-18.5775007102,48.6088418271,-41.8069145103,52.0653,-0.73523,1.93585,-1,91.4650914628
TT,148031,62344838,66.7831217265,-18.5872824946,48.6344362932,-41.8231839983,52.0653,-0.73523,1.93585,-1,35.0761952941,26.8699291079,-10.4186100102,19.9946939913,28.8191,0.64758,-0.369895,1,91.4865338424
GT,148031,62344838,66.7831217265,-18.5872824946,48.6344362932,-41.8231839983,52.0653,-0.73523,1.93585,-1,35.0750978052,26.8719688097,-10.4199882216,19.989308645,28.8191,0.64758,-0.369895,1,91.4844178233
GG,148031,62344838,66.7515715244,-18.5775007102,48.6088418271,-41.8069145103,52.0653,-0.73523,1.93585,-1,35.0750978052,26.8719688097,-10.4199882216,19.989308645,28.8191,0.64758,-0.369895,1,91.4629756804
GT,148031,624809501,102.632083912,-32.5908753497,27.8304074499,93.2557598728,42.8567,1.51968,2.43482,-1,38.226792689,29.7780183297,-20.8416418105,11.8394301634,36.2764,0.320226,-0.610635,1,93.4851279009
TT,148031,624809501,38.1524710711,29.7206770643,-20.8004459519,11.8162044745,36.2764,0.320226,-0.610635,1,102.632083912,-32.5908753497,27.8304074499,93.2557598728,42.8567,1.51968,2.43482,-1,93.3944047201
GT,148031,624809501,38.1524710711,29.7206770643,-20.8004459519,11.8162044745,36.2764,0.320226,-0.610635,1,102.634264533,-32.5918639498,27.8312516477,93.2575623134,42.8567,1.51968,2.43482,-1,93.3955700895
GG,148031,624809501,38.226792689,29.7780183297,-20.8416418105,11.8394301634,36.2764,0.320226,-0.610635,1,102.634264533,-32.5918639498,27.8312516477,93.2575623134,42.8567,1.51968,2.43482,-1,93.4862944035
GT,148031,625481309,134.838496815,21.5314978713,-35.32007167,-128.336651804,41.3656,-1.85037,-1.02334,-1,42.6712093998,-18.6858450781,30.0218293533,-23.8819995803,35.3696,-0.63234,2.12754,1,91.1208475582
TT,148031,625481309,42.6798547337,-18.6901613213,30.0280947438,-23.8861933393,35.3696,-0.63234,2.12754,1,134.838496815,21.5314978713,-35.32007167,-128.336651804,41.3656,-1.85037,-1.02334,-1,91.1311820391
GT,148031,625481309,42.6798547337,-18.6901613213,30.0280947438,-23.8861933393,35.3696,-0.63234,2.12754,1,134.802501597,21.5283002629,-35.3132372263,-128.301250335,41.3656,-1.85037,-1.02334,-1,91.1206948662
TT,148031,625481309,8.75909961933,2.42566255424,-1.52615292873,-8.27633257318,2.86583,-1.7824,-0.561592,1,134.838496815,21.5314978713,-35.32007167,-128.336651804,41.3656,-1.85037,-1.02334,-1,5.05691589987
TT,148031,625481309,8.75909961933,2.42566255424,-1.52615292873,-8.27633257318,2.86583,-1.7824,-0.561592,1,42.6798547337,-18.6901613213,30.0280947438,-23.8861933393,35.3696,-0.63234,2.12754,1,23.122355946
GT,148031,625481309,8.75909961933,2.42566255424,-1.52615292873,-8.27633257318,2.86583,-1.7824,-0.561592,1,134.802501597,21.5283002629,-35.3132372263,-128.301250335,41.3656,-1.85037,-1.02334,-1,5.05610414576
GT,148031,625481309,8.75909961933,2.42566255424,-1.52615292873,-8.27633257318,2.86583,-1.7824,-0.561592,1,42.6712093998,-18.6858450781,30.0218293533,-23.8819995803,35.3696,-0.63234,2.12754,1,23.1197155759
GG,148031,625481309,42.6712093998,-18.6858450781,30.0218293533,-23.8819995803,35.3696,-0.63234,2.12754,1,134.802501597,21.5283002629,-35.3132372263,-128.301250335,41.3656,-1.85037,-1.02334,-1,91.1103616031
GT,148031,625507079,44.5582546062,23.9451930051,-35.7934390539,11.4404695052,43.0644,0.26263,-0.981192,1,55.5982867654,-21.1812203475,41.96970147,29.6826277587,46.9855,0.595591,2.03818,-1,91.0738046238
TT,148031,625507079,55.5684288525,-21.1694158824,41.9463114165,29.6681969656,46.9855,0.595591,2.03818,-1,44.5582546062,23.9451930051,-35.7934390539,11.4404695052,43.0644,0.26263,-0.981192,1,91.0487095157
GT,148031,625507079,55.5684288525,-21.1694158824,41.9463114165,29.6681969656,46.9855,0.595591,2.03818,-1,44.3996781375,23.8606182751,-35.664855331,11.402159654,43.0644,0.26263,-0.981192,1,90.8853616455
GG,148031,625507079,55.5982867654,-21.1812203475,41.96970147,29.6826277587,46.9855,0.595591,2.03818,-1,44.3996781375,23.8606182751,-35.664855331,11.402159654,43.0644,0.26263,-0.981192,1,90.9104117793
GT,148031,626156695,126.54943174,-16.1460376075,-35.2778712143,-120.455488801,38.7972,-1.85106,-2.00002,-1,27.5864764017,-12.8300720886,24.4200332983,0.231819934895,27.5367,0.00828317,2.05456,1,91.3599477114
TT,148031,626156695,27.5378473623,-12.8077117355,24.3768818144,0.228093775605,27.5367,0.00828317,2.05456,1,126.54943174,-16.1460376075,-35.2778712143,-120.455488801,38.7972,-1.85106,-2.00002,-1,91.2749247919
GT,148031,626156695,27.5378473623,-12.8077117355,24.3768818144,0.228093775605,27.5367,0.00828317,2.05456,1,126.020470322,-16.0818638091,-35.1293010119,-119.951880532,38.7972,-1.85106,-2.00002,-1,91.083202188
GG,148031,626156695,27.5864764017,-12.8300720886,24.4200332983,0.231819934895,27.5367,0.00828317,2.05456,1,126.020470322,-16.0818638091,-35.1293010119,-119.951880532,38.7972,-1.85106,-2.00002,-1,91.1680465948
GT,148031,632081401,49.6997322762,11.5578199968,19.6203468158,44.1759098649,22.7715,1.41646,1.03845,1,78.824771725,44.1363364759,53.2436092384,-37.8210966466,69.2078,-0.522801,0.878648,-1,89.8174221443
TT,148031,632081401,78.8832333,44.1679058583,53.2814758892,-37.8527905357,69.2078,-0.522801,0.878648,-1,49.6997322762,11.5578199968,19.6203468158,44.1759098649,22.7715,1.41646,1.03845,1,89.8530184387
GT,148031,632081401,78.8832333,44.1679058583,53.2814758892,-37.8527905357,69.2078,-0.522801,0.878648,-1,49.5307477971,11.5202533643,19.5561271941,44.0241463885,22.7715,1.41646,1.03845,1,89.6971426949
GG,148031,632081401,78.824771725,44.1363364759,53.2436092384,-37.8210966466,69.2078,-0.522801,0.878648,-1,49.5307477971,11.5202533643,19.5561271941,44.0241463885,22.7715,1.41646,1.03845,1,89.6616079958
GT,148031,632280478,34.1545032827,23.0592869364,-5.08314198068,-24.676909944,23.6129,-0.91288,-0.216968,1,54.1496040509,-22.4735308353,2.54610900851,49.1998597142,22.5971,1.51914,3.0288,-1,84.7906873427
TT,148031,632280478,54.0884633662,-22.4535101109,2.54338595378,49.1418536201,22.5971,1.51914,3.0288,-1,34.1545032827,23.0592869364,-5.08314198068,-24.676909944,23.6129,-0.91288,-0.216968,1,84.7435564966
GT,148031,632280478,54.0884633662,-22.4535101109,2.54338595378,49.1418536201,22.5971,1.51914,3.0288,-1,34.1758497915,23.0705946274,-5.08573139166,-24.6953547257,23.6129,-0.91288,-0.216968,1,84.7709464108
GG,148031,632280478,54.1496040509,-22.4735308353,2.54610900851,49.1998597142,22.5971,1.51914,3.0288,-1,34.1758497915,23.0705946274,-5.08573139166,-24.6953547257,23.6129,-0.91288,-0.216968,1,84.8180927911
GT,148031,633182946,41.2417845708,25.8814104428,-28.4741696753,-14.8407508464,38.4789,-0.376712,-0.833062,-1,29.6000208014,-10.0101159059,23.6693088313,-14.687119076,25.6904,-0.544157,1.9709,1,62.2228383171
TT,148031,633182946,29.588926323,-10.006766087,23.661388054,-14.679807393,25.6904,-0.544157,1.9709,1,41.2417845708,25.8814104428,-28.4741696753,-14.8407508464,38.4789,-0.376712,-0.833062,-1,62.2122097871
GT,148031,633182946,29.588926323,-10.006766087,23.661388054,-14.679807393,25.6904,-0.544157,1.9709,1,41.2854692604,25.9091666019,-28.5040764468,-14.8563629556,38.4789,-0.376712,-0.833062,-1,62.2451332831
GG,148031,633182946,29.6000208014,-10.0101159059,23.6693088313,-14.687119076,25.6904,-0.544157,1.9709,1,41.2854692604,25.9091666019,-28.5040764468,-14.8563629556,38.4789,-0.376712,-0.833062,-1,62.2557674422
GT,148031,634154031,126.204250138,15.157463721,-42.8323323272,117.741854029,45.4352,1.68066,-1.23067,1,61.7739444606,-13.8750655108,32.0812834424,50.9341031166,35.042,1.17073,1.97901,-1,82.2617379364
TT,148031,634154031,61.9278194799,-13.9106372958,32.162648119,51.0597874833,35.042,1.17073,1.97901,-1,126.204250138,15.157463721,-42.8323323272,117.741854029,45.4352,1.68066,-1.23067,1,82.3667694174
GT,148031,634154031,61.9278194799,-13.9106372958,32.162648119,51.0597874833,35.042,1.17073,1.97901,-1,125.798056484,15.1116593366,-42.6961090071,117.361918352,45.4352,1.68066,-1.23067,1,82.2358635741
GG,148031,634154031,61.7739444606,-13.8750655108,32.0812834424,50.9341031166,35.042,1.17073,1.97901,-1,125.798056484,15.1116593366,-42.6961090071,117.361918352,45.4352,1.68066,-1.23067,1,82.1309990821
GT,148031,634817849,72.5808377749,22.1939654154,-17.1415325905,66.9444740662,28.0429,1.60451,-0.657653,1,123.406316951,-60.0243994351,28.9249896197,103.87263522,65.8806,1.22701,2.69249,-1,87.5356407114
TT,148031,634817849,122.01695089,-59.3476856545,28.6025464569,102.702831921,65.8806,1.22701,2.69249,-1,72.5808377749,22.1939654154,-17.1415325905,66.9444740662,28.0429,1.60451,-0.657653,1,87.0421573626
GT,148031,634817849,122.01695089,-59.3476856545,28.6025464569,102.702831921,65.8806,1.22701,2.69249,-1,72.4381435061,22.1511833212,-17.1084190651,66.8124280765,28.0429,1.60451,-0.657653,1,86.9578381429
TT,148031,634817849,5.62108403406,2.82892794379,-0.528980576643,4.82729409357,2.87796,1.28927,-0.184855,1,72.5808377749,22.1939654154,-17.1415325905,66.9444740662,28.0429,1.60451,-0.657653,1,5.09525683102
TT,148031,634817849,5.62108403406,2.82892794379,-0.528980576643,4.82729409357,2.87796,1.28927,-0.184855,1,122.01695089,-59.3476856545,28.6025464569,102.702831921,65.8806,1.22701,2.69249,-1,27.3174831259
GT,148031,634817849,5.62108403406,2.82892794379,-0.528980576643,4.82729409357,2.87796,1.28927,-0.184855,1,72.4381435061,22.1511833212,-17.1084190651,66.8124280765,28.0429,1.60451,-0.657653,1,5.09012638559
GT,148031,634817849,5.62108403406,2.82892794379,-0.528980576643,4.82729409357,2.87796,1.28927,-0.184855,1,123.406316951,-60.0243994351,28.9249896197,103.87263522,65.8806,1.22701,2.69249,-1,27.4725368934
GG,148031,634817849,123.406316951,-60.0243994351,28.9249896197,103.87263522,65.8806,1.22701,2.69249,-1,72.4381435061,22.1511833212,-17.1084190651,66.8124280765,28.0429,1.60451,-0.657653,1,87.4508434522
GT,148031,63654458,41.9370485753,2.3910399732,-28.0136443202,-31.116290577,28.1155,-0.954867,-1.48565,1,60.9630896839,18.5740654296,42.6819437972,39.3667741532,46.4393,0.767936,1.16031,-1,99.3260958683
TT,148031,63654458,60.8189218236,18.5318488517,42.5814415283,39.2724012966,46.4393,0.767936,1.16031,-1,41.9370485753,2.3910399732,-28.0136443202,-31.116290577,28.1155,-0.954867,-1.48565,1,99.2082623488
GT,148031,63654458,60.8189218236,18.5318488517,42.5814415283,39.2724012966,46.4393,0.767936,1.16031,-1,41.9822569142,2.39331934549,-28.0436592097,-31.1500229946,28.1155,-0.954867,-1.48565,1,99.261772812
GG,148031,63654458,60.9630896839,18.5740654296,42.6819437972,39.3667741532,46.4393,0.767936,1.16031,-1,41.9822569142,2.39331934549,-28.0436592097,-31.1500229946,28.1155,-0.954867,-1.48565,1,99.3796698859
GT,148031,637300334,77.0310445752,4.79153504053,42.4815329616,64.0791012253,42.7509,1.19415,1.45848,1,61.6039234091,-5.33171098357,-46.2418401583,40.3521658955,46.5123,0.783906,-1.6856,-1,91.1006756027
TT,148031,637300334,61.5504853992,-5.32806099725,-46.2061231581,40.3119962034,46.5123,0.783906,-1.6856,-1,77.0310445752,4.79153504053,42.4815329616,64.0791012253,42.7509,1.19415,1.45848,1,91.0668918732
GT,148031,637300334,61.5504853992,-5.32806099725,-46.2061231581,40.3119962034,46.5123,0.783906,-1.6856,-1,76.9636552186,4.78776767958,42.4443207378,64.0230425602,42.7509,1.19415,1.45848,1,91.0270496225
GG,148031,637300334,61.6039234091,-5.33171098357,-46.2418401583,40.3521658955,46.5123,0.783906,-1.6856,-1,76.9636552186,4.78776767958,42.4443207378,64.0230425602,42.7509,1.19415,1.45848,1,91.0608185692
GT,148031,641703476,48.6807346296,-10.5999445151,-40.5266983145,24.7998117006,41.89,0.561972,-1.82662,-1,46.3849469682,4.03172098342,46.0457301552,-3.88434060561,46.2918,-0.083914,1.48344,1,92.3386463714
TT,148031,641703476,46.4549990462,4.03874034122,46.1152829732,-3.88909056879,46.2918,-0.083914,1.48344,1,48.6807346296,-10.5999445151,-40.5266983145,24.7998117006,41.89,0.561972,-1.82662,-1,92.4081591911
GT,148031,641703476,46.4549990462,4.03874034122,46.1152829732,-3.88909056879,46.2918,-0.083914,1.48344,1,48.6473668605,-10.5927328078,-40.4991258413,24.782452593,41.89,0.561972,-1.82662,-1,92.3765737955
GG,148031,641703476,46.3849469682,4.03172098342,46.0457301552,-3.88434060561,46.2918,-0.083914,1.48344,1,48.6473668605,-10.5927328078,-40.4991258413,24.782452593,41.89,0.561972,-1.82662,-1,92.3070847304
GT,148031,642031064,60.0722662194,18.963666892,-19.9470262908,53.3962684577,27.5228,1.41651,-0.810665,-1,53.709812265,40.6997432501,30.3359676612,-17.549721801,50.7791,-0.339195,0.640529,1,89.4076834754
TT,148031,642031064,53.7284690336,40.7136530511,30.3465888041,-17.5562018727,50.7791,-0.339195,0.640529,1,60.0722662194,18.963666892,-19.9470262908,53.3962684577,27.5228,1.41651,-0.810665,-1,89.4235067263
GT,148031,642031064,53.7284690336,40.7136530511,30.3465888041,-17.5562018727,50.7791,-0.339195,0.640529,1,60.3014508453,19.0421194446,-20.0291860049,53.5955521046,27.5228,1.41651,-0.810665,-1,89.5923362535
GG,148031,642031064,53.709812265,40.6997432501,30.3359676612,-17.549721801,50.7791,-0.339195,0.640529,1,60.3014508453,19.0421194446,-20.0291860049,53.5955521046,27.5228,1.41651,-0.810665,-1,89.5764831158
GT,148031,64216780,187.840603556,46.1278935468,-2.27580599684,-182.074488395,46.184,-2.08064,-0.0492969,1,106.764456324,-31.0853524269,12.3673469885,-101.387314608,33.4199,-1.82799,2.76294,-1,78.1884281833
TT,148031,64216780,106.644715371,-31.0525529536,12.3542976763,-101.272871179,33.4199,-1.82799,2.76294,-1,187.840603556,46.1278935468,-2.27580599684,-182.074488395,46.184,-2.08064,-0.0492969,1,78.1475207343
GT,148031,64216780,106.644715371,-31.0525529536,12.3542976763,-101.272871179,33.4199,-1.82799,2.76294,-1,180.296663009,44.270163916,-2.17579957946,-174.76353742,46.184,-2.08064,-0.0492969,1,76.5568330803
TT,148031,64216780,5.11110007556,1.23714988288,-1.15474715682,-4.82163866989,1.69233,-1.76962,-0.750961,-1,187.840603556,46.1278935468,-2.27580599684,-182.074488395,46.184,-2.08064,-0.0492969,1,6.70683145248
TT,148031,64216780,5.11110007556,1.23714988288,-1.15474715682,-4.82163866989,1.69233,-1.76962,-0.750961,-1,106.644715371,-31.0525529536,12.3542976763,-101.272871179,33.4199,-1.82799,2.76294,-1,14.7962520227
GT,148031,64216780,5.11110007556,1.23714988288,-1.15474715682,-4.82163866989,1.69233,-1.76962,-0.750961,-1,180.296663009,44.270163916,-2.17579957946,-174.76353742,46.184,-2.08064,-0.0492969,1,6.57228955941
GT,148031,64216780,5.11110007556,1.23714988288,-1.15474715682,-4.82163866989,1.69233,-1.76962,-0.750961,-1,106.764456324,-31.0853524269,12.3673469885,-101.387314608,33.4199,-1.82799,2.76294,-1,14.8040796142
GG,148031,64216780,106.764456324,-31.0853524269,12.3673469885,-101.387314608,33.4199,-1.82799,2.76294,-1,180.296663009,44.270163916,-2.17579957946,-174.76353742,46.184,-2.08064,-0.0492969,1,76.5969076683
GT,148031,642209209,153.719766891,20.182957098,-33.7953473475,148.594341446,39.3634,2.03863,-1.03243,1,65.4179870867,-25.6479782158,30.2145042933,52.0458145727,39.6763,1.08662,2.27464,-1,87.8760156036
TT,148031,642209209,65.4975789211,-25.6766256489,30.2476391967,52.1125023304,39.6763,1.08662,2.27464,-1,153.719766891,20.182957098,-33.7953473475,148.594341446,39.3634,2.03863,-1.03243,1,87.9217887608
GT,148031,642209209,65.4975789211,-25.6766256489,30.2476391967,52.1125023304,39.6763,1.08662,2.27464,-1,153.464918201,20.1495483484,-33.7401725331,148.347788704,39.3634,2.03863,-1.03243,1,87.8493055834
GG,148031,642209209,65.4179870867,-25.6479782158,30.2145042933,52.0458145727,39.6763,1.08662,2.27464,-1,153.464918201,20.1495483484,-33.7401725331,148.347788704,39.3634,2.03863,-1.03243,1,87.8035701164
