Type,Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
TT,148031,221572646,2.80131923657,-0.606147671536,0.407979870304,-2.70228851168,0.730659,-2.01885,2.54917,1,100.110675612,7.78524366461,34.0721800179,-93.8115810429,34.9503,-1.71353,1.34616,-1,5.96077362245
TT,148031,221572646,2.80131923657,-0.606147671536,0.407979870304,-2.70228851168,0.730659,-2.01885,2.54917,1,40.2261050485,-10.6062407102,-36.6285216769,-12.8057573554,38.1332,-0.329805,-1.85265,1,13.1610961552
GT,148031,221572646,2.80131923657,-0.606147671536,0.407979870304,-2.70228851168,0.730659,-2.01885,2.54917,1,99.8902314866,7.76853727654,33.9990643794,-93.6042767862,34.9503,-1.71353,1.34616,-1,5.95445644891
GT,148031,221572646,2.80131923657,-0.606147671536,0.407979870304,-2.70228851168,0.730659,-2.01885,2.54917,1,40.4026836308,-10.6539107228,-36.7876414955,-12.8658190718,38.1332,-0.329805,-1.85265,1,13.1890558807
GG,148031,221572646,40.4026836308,-10.6539107228,-36.7876414955,-12.8658190718,38.1332,-0.329805,-1.85265,1,99.8902314866,7.76853727654,33.9990643794,-93.6042767862,34.9503,-1.71353,1.34616,-1,91.2694865651
GT,148031,222737678,126.872393914,-58.0977387819,34.7712460812,-107.294950338,67.7081,-1.24083,2.60228,-1,60.4134755479,46.2115331733,-16.1908545608,-35.385410757,49.2075,-0.670667,-0.337032,1,119.297102332
TT,148031,222737678,60.6952947695,46.4391008808,-16.272306709,-35.5320923562,49.2075,-0.670667,-0.337032,1,126.872393914,-58.0977387819,34.7712460812,-107.294950338,67.7081,-1.24083,2.60228,-1,119.599076575
GT,148031,222737678,60.6952947695,46.4391008808,-16.272306709,-35.5320923562,49.2075,-0.670667,-0.337032,1,127.243178674,-58.2690079308,34.8737499281,-107.607432997,67.7081,-1.24083,2.60228,-1,119.774728935
GG,148031,222737678,60.4134755479,46.2115331733,-16.1908545608,-35.385410757,49.2075,-0.670667,-0.337032,1,127.243178674,-58.2690079308,34.8737499281,-107.607432997,67.7081,-1.24083,2.60228,-1,119.472311571
GT,148031,223205127,60.4503427278,-31.8611389909,-35.6300085187,37.0081489321,47.7978,0.712446,-2.30041,1,47.8584854227,30.8616582043,31.5134920593,18.570980975,44.0574,0.409528,0.795835,-1,92.8645136987
TT,148031,223205127,47.8039444257,30.8264537352,31.4767254471,18.5513192038,44.0574,0.409528,0.795835,-1,60.4503427278,-31.8611389909,-35.6300085187,37.0081489321,47.7978,0.712446,-2.30041,1,92.810645153
GT,148031,223205127,47.8039444257,30.8264537352,31.4767254471,18.5513192038,44.0574,0.409528,0.795835,-1,60.4997195811,-31.8891354225,-35.6613166617,37.0345573979,47.7978,0.712446,-2.30041,1,92.8507073947
GG,148031,223205127,47.8584854227,30.8616582043,31.5134920593,18.570980975,44.0574,0.409528,0.795835,-1,60.4997195811,-31.8891354225,-35.6613166617,37.0345573979,47.7978,0.712446,-2.30041,1,92.9045991086
GT,148031,223702008,56.7680481535,23.3608856352,-18.3462463948,-48.3764859516,29.7038,-1.26406,-0.665738,-1,138.089595141,-50.037787902,47.6435769804,-119.561843734,69.1926,-1.31595,2.38069,1,90.5330209312
TT,148031,223702008,138.264519134,-50.1102397992,47.7135176027,-119.705681539,69.1926,-1.31595,2.38069,1,56.7680481535,23.3608856352,-18.3462463948,-48.3764859516,29.7038,-1.26406,-0.665738,-1,90.5986904307
GT,148031,223702008,138.264519134,-50.1102397992,47.7135176027,-119.705681539,69.1926,-1.31595,2.38069,1,56.7479379072,23.3505438543,-18.3386908668,-48.3607466033,29.7038,-1.26406,-0.665738,-1,90.5790944956
TT,148031,223702008,4.88393133545,-2.12288818055,-1.10747331024,4.25540482667,2.3944,1.33933,-2.66075,1,56.7680481535,23.3608856352,-18.3462463948,-48.3764859516,29.7038,-1.26406,-0.665738,-1,32.0124511561
TT,148031,223702008,4.88393133545,-2.12288818055,-1.10747331024,4.25540482667,2.3944,1.33933,-2.66075,1,138.264519134,-50.1102397992,47.7135176027,-119.705681539,69.1926,-1.31595,2.38069,1,47.5635307301
GT,148031,223702008,4.88393133545,-2.12288818055,-1.10747331024,4.25540482667,2.3944,1.33933,-2.66075,1,56.7479379072,23.3505438543,-18.3386908668,-48.3607466033,29.7038,-1.26406,-0.665738,-1,32.0068659276
GT,148031,223702008,4.88393133545,-2.12288818055,-1.10747331024,4.25540482667,2.3944,1.33933,-2.66075,1,138.089595141,-50.037787902,47.6435769804,-119.561843734,69.1926,-1.31595,2.38069,1,47.5342965195
GG,148031,223702008,138.089595141,-50.037787902,47.6435769804,-119.561843734,69.1926,-1.31595,2.38069,1,56.7479379072,23.3505438543,-18.3386908668,-48.3607466033,29.7038,-1.26406,-0.665738,-1,90.5134387479
GT,148031,2265089,40.2544013367,23.6240659839,-8.24979030033,-31.5317321071,25.0231,-1.05389,-0.335972,-1,61.7216570187,-24.8042193195,-1.36045073353,56.5017845665,24.824,1.56006,-3.08679,1,98.3964606236
TT,148031,2265089,61.6781763178,-24.7867319864,-1.3597402092,56.4619809624,24.824,1.56006,-3.08679,1,40.2544013367,23.6240659839,-8.24979030033,-31.5317321071,25.0231,-1.05389,-0.335972,-1,98.361772099
GT,148031,2265089,61.6781763178,-24.7867319864,-1.3597402092,56.4619809624,24.824,1.56006,-3.08679,1,40.1854029457,23.5837362443,-8.2363681996,-31.4773739352,25.0231,-1.05389,-0.335972,-1,98.277289832
GG,148031,2265089,61.7216570187,-24.8042193195,-1.36045073353,56.5017845665,24.824,1.56006,-3.08679,1,40.1854029457,23.5837362443,-8.2363681996,-31.4773739352,25.0231,-1.05389,-0.335972,-1,98.3119485647
GT,148031,226664278,199.448349871,-23.3932102039,42.1261173586,193.540127765,48.1856,2.09872,2.07771,-1,41.5907909383,17.1895074672,-25.4615079223,28.0359621654,30.7282,0.818225,-0.976987,1,93.2078786263
TT,148031,226664278,41.6013140017,17.1931132368,-25.4680021295,28.0434642606,30.7282,0.818225,-0.976987,1,199.448349871,-23.3932102039,42.1261173586,193.540127765,48.1856,2.09872,2.07771,-1,93.2186579654
GT,148031,226664278,41.6013140017,17.1931132368,-25.4680021295,28.0434642606,30.7282,0.818225,-0.976987,1,206.119521517,-24.1933936028,43.5424498308,200.00995164,48.1856,2.09872,2.07771,-1,94.7711045666
GG,148031,226664278,41.5907909383,17.1895074672,-25.4615079223,28.0359621654,30.7282,0.818225,-0.976987,1,206.119521517,-24.1933936028,43.5424498308,200.00995164,48.1856,2.09872,2.07771,-1,94.7601456922
GT,148031,229790487,86.5302619363,-31.4089594082,25.5341795806,76.478480693,40.4786,1.39303,2.459,1,76.087910933,37.0029166101,-28.1732447296,60.2196933752,46.6684,1.07529,-0.650702,-1,87.8636576277
TT,148031,229790487,76.3505442274,37.1321213485,-28.2691549701,60.4272693539,46.6684,1.07529,-0.650702,-1,86.5302619363,-31.4089594082,25.5341795806,76.478480693,40.4786,1.39303,2.459,1,88.0155551459
GT,148031,229790487,76.3505442274,37.1321213485,-28.2691549701,60.4272693539,46.6684,1.07529,-0.650702,-1,86.5317012349,-31.4086490322,25.5339272579,76.4803208654,40.4786,1.39303,2.459,1,88.0153283309
GG,148031,229790487,76.087910933,37.0029166101,-28.1732447296,60.2196933752,46.6684,1.07529,-0.650702,-1,86.5317012349,-31.4086490322,25.5339272579,76.4803208654,40.4786,1.39303,2.459,1,87.8634311975
GT,148031,230464973,67.6166277798,27.3091358208,-21.2098114167,58.1063868177,34.5781,1.29086,-0.660344,-1,59.8046906174,-24.5725257202,46.4929464128,28.4813407294,52.52,0.517932,2.05701,1,89.9557217204
TT,148031,230464973,59.7233191108,-24.5416360448,46.4333770067,28.4343679711,52.52,0.517932,2.05701,1,67.6166277798,27.3091358208,-21.2098114167,58.1063868177,34.5781,1.29086,-0.660344,-1,89.901460047
GT,148031,230464973,59.7233191108,-24.5416360448,46.4333770067,28.4343679711,52.52,0.517932,2.05701,1,68.2013024295,27.5412492352,-21.3891123829,58.6122167422,34.5781,1.29086,-0.660344,-1,90.2850376095
GG,148031,230464973,59.8046906174,-24.5725257202,46.4929464128,28.4813407294,52.52,0.517932,2.05701,1,68.2013024295,27.5412492352,-21.3891123829,58.6122167422,34.5781,1.29086,-0.660344,-1,90.3395301104
GT,148031,230943441,50.5708675125,30.026449281,-0.682285289433,40.6859718777,30.0342,1.11134,-0.0227189,-1,109.895576627,-58.9555945203,14.1722696407,91.6537574055,60.9239,1.20126,2.90565,1,84.9517546966
TT,148031,230943441,110.428209325,-59.2359679539,14.2415480821,92.1013390778,60.9239,1.20126,2.90565,1,50.5708675125,30.026449281,-0.682285289433,40.6859718777,30.0342,1.11134,-0.0227189,-1,85.1538795551
GT,148031,230943441,110.428209325,-59.2359679539,14.2415480821,92.1013390778,60.9239,1.20126,2.90565,1,50.6827689733,30.088555323,-0.682724151778,40.7792181561,30.0342,1.11134,-0.0227189,-1,85.2413718105
GG,148031,230943441,109.895576627,-58.9555945203,14.1722696407,91.6537574055,60.9239,1.20126,2.90565,1,50.6827689733,30.088555323,-0.682724151778,40.7792181561,30.0342,1.11134,-0.0227189,-1,85.0390396831
GT,148031,231860047,104.217264802,28.3579816456,-35.0912472887,-93.9449645258,45.1173,-1.47982,-0.891123,1,87.0329331898,-21.8126389235,38.7812726877,-74.7993447019,44.0014,-1.29112,2.08312,-1,89.6969260132
TT,148031,231860047,86.0628477174,-21.5696578916,38.3519629276,-73.9640412063,44.0014,-1.29112,2.08312,-1,104.217264802,28.3579816456,-35.0912472887,-93.9449645258,45.1173,-1.47982,-0.891123,1,89.1985056401
GT,148031,231860047,86.0628477174,-21.5696578916,38.3519629276,-73.9640412063,44.0014,-1.29112,2.08312,-1,104.820131869,28.5206228588,-35.2958989889,-94.4882133799,45.1173,-1.47982,-0.891123,1,89.456662021
GG,148031,231860047,87.0329331898,-21.8126389235,38.7812726877,-74.7993447019,44.0014,-1.29112,2.08312,-1,104.820131869,28.5206228588,-35.2958989889,-94.4882133799,45.1173,-1.47982,-0.891123,1,89.956524905
GT,148031,232848255,139.238549513,-37.7976412671,-35.0123564339,129.355462654,51.5221,1.65119,-2.39443,-1,54.6500644755,41.5889213219,-11.0839916836,33.6767744169,43.2704,0.718835,-0.260494,1,94.2021082348
TT,148031,232848255,54.9396812962,41.8105805625,-11.1446340984,33.8530633928,43.2704,0.718835,-0.260494,1,139.238549513,-37.7976412671,-35.0123564339,129.355462654,51.5221,1.65119,-2.39443,-1,94.4541734868
GT,148031,232848255,54.9396812962,41.8105805625,-11.1446340984,33.8530633928,43.2704,0.718835,-0.260494,1,139.088225775,-37.7677095724,-34.9846303874,129.209903397,51.5221,1.65119,-2.39443,-1,94.4089176736
TT,148031,232848255,3.3135602083,-0.869892144609,0.276438916123,3.18361221664,0.91276,1.96239,2.8339,-1,139.238549513,-37.7976412671,-35.0123564339,129.355462654,51.5221,1.65119,-2.39443,-1,7.26192209618
TT,148031,232848255,3.3135602083,-0.869892144609,0.276438916123,3.18361221664,0.91276,1.96239,2.8339,-1,54.9396812962,41.8105805625,-11.1446340984,33.8530633928,43.2704,0.718835,-0.260494,1,15.0820148167
GT,148031,232848255,3.3135602083,-0.869892144609,0.276438916123,3.18361221664,0.91276,1.96239,2.8339,-1,139.088225775,-37.7677095724,-34.9846303874,129.209903397,51.5221,1.65119,-2.39443,-1,7.2596730677
GT,148031,232848255,3.3135602083,-0.869892144609,0.276438916123,3.18361221664,0.91276,1.96239,2.8339,-1,54.6500644755,41.5889213219,-11.0839916836,33.6767744169,43.2704,0.718835,-0.260494,1,15.0416471754
GG,148031,232848255,54.6500644755,41.5889213219,-11.0839916836,33.6767744169,43.2704,0.718835,-0.260494,1,139.088225775,-37.7677095724,-34.9846303874,129.209903397,51.5221,1.65119,-2.39443,-1,94.1569737258
GT,148031,233053929,46.7833601321,-20.2195823653,30.7064355708,28.9301732638,36.7657,0.72239,2.15311,1,43.5813910273,20.2096039391,-31.2395651941,-22.6933460576,37.1678,-0.577351,-0.996592,-1,90.147689442
TT,148031,233053929,43.536574607,20.1883185488,-31.2070048389,-22.6710566137,37.1678,-0.577351,-0.996592,-1,46.7833601321,-20.2195823653,30.7064355708,28.9301732638,36.7657,0.72239,2.15311,1,90.1014013377
GT,148031,233053929,43.536574607,20.1883185488,-31.2070048389,-22.6710566137,37.1678,-0.577351,-0.996592,-1,46.8266228631,-20.2367410477,30.7324935757,28.960483343,36.7657,0.72239,2.15311,1,90.1427926279
GG,148031,233053929,43.5813910273,20.2096039391,-31.2395651941,-22.6933460576,37.1678,-0.577351,-0.996592,-1,46.8266228631,-20.2367410477,30.7324935757,28.960483343,36.7657,0.72239,2.15311,1,90.1891019348
GT,148031,233839666,110.734007269,52.1117877932,-31.1945796253,92.5919487706,60.735,1.20829,-0.539396,1,64.5670790941,-33.5253578799,8.76974974474,54.4797063822,35.4521,1.23431,2.88591,-1,90.8409090584
TT,148031,233839666,66.0658238112,-34.299583214,8.9660462724,55.7479194029,35.4521,1.23431,2.88591,-1,110.734007269,52.1117877932,-31.1945796253,92.5919487706,60.735,1.20829,-0.539396,1,91.8808002426
GT,148031,233839666,66.0658238112,-34.299583214,8.9660462724,55.7479194029,35.4521,1.23431,2.88591,-1,109.940871267,51.7416592347,-30.9698547564,91.9274322889,60.735,1.20829,-0.539396,1,91.5530098429
GG,148031,233839666,64.5670790941,-33.5253578799,8.76974974474,54.4797063822,35.4521,1.23431,2.88591,-1,109.940871267,51.7416592347,-30.9698547564,91.9274322889,60.735,1.20829,-0.539396,1,90.516828202
GT,148031,235724280,127.010996677,42.220444228,21.6866975226,117.808757539,47.4645,1.64054,0.474511,1,55.4193296276,-28.5464733835,-26.8440359785,39.1891250531,39.2635,0.881367,-2.38692,-1,91.754635842
TT,148031,235724280,55.5268161033,-28.6032960583,-26.8974698968,39.2631342436,39.2635,0.881367,-2.38692,-1,127.010996677,42.220444228,21.6866975226,117.808757539,47.4645,1.64054,0.474511,1,91.8471286071
GT,148031,235724280,55.5268161033,-28.6032960583,-26.8974698968,39.2631342436,39.2635,0.881367,-2.38692,-1,126.116599283,41.9201089354,21.5331708461,116.980393533,47.4645,1.64054,0.474511,1,91.5214574379
GG,148031,235724280,55.4193296276,-28.5464733835,-26.8440359785,39.1891250531,39.2635,0.881367,-2.38692,-1,126.116599283,41.9201089354,21.5331708461,116.980393533,47.4645,1.64054,0.474511,1,91.4292925359
GT,148031,235904098,82.0257404729,-10.0216317501,-21.8209222056,-78.43229684,24.0122,-1.89947,-2.00133,-1,90.4266770761,-8.2248804575,64.091000437,-63.2587366913,65.7483,-0.866493,1.69836,1,86.8550091469
TT,148031,235904098,92.0140836131,-8.36436666826,65.2140807121,-64.3718996657,65.7483,-0.866493,1.69836,1,82.0257404729,-10.0216317501,-21.8209222056,-78.43229684,24.0122,-1.89947,-2.00133,-1,87.6117040424
GT,148031,235904098,92.0140836131,-8.36436666826,65.2140807121,-64.3718996657,65.7483,-0.866493,1.69836,1,81.7598245169,-9.98918553127,-21.7514213943,-78.1776795581,24.0122,-1.89947,-2.00133,-1,87.4707549787
GG,148031,235904098,90.4266770761,-8.2248804575,64.091000437,-63.2587366913,65.7483,-0.866493,1.69836,1,81.7598245169,-9.98918553127,-21.7514213943,-78.1776795581,24.0122,-1.89947,-2.00133,-1,86.7152774083
GT,148031,236635902,45.697094168,-15.65684786,19.2984544951,38.3490028671,24.8509,1.21847,2.25239,1,43.2322141036,19.1562459608,-26.3546261195,-28.4162822233,32.6065,-0.788007,-0.942265,-1,88.0211769133
TT,148031,236635902,43.2650358691,19.1712327879,-26.3751336612,-28.4370941344,32.6065,-0.788007,-0.942265,-1,45.697094168,-15.65684786,19.2984544951,38.3490028671,24.8509,1.21847,2.25239,1,88.0544397323
GT,148031,236635902,43.2650358691,19.1712327879,-26.3751336612,-28.4370941344,32.6065,-0.788007,-0.942265,-1,45.2529421221,-15.5071713125,19.1104492423,37.9754654304,24.8509,1.21847,2.25239,1,87.6256293242
GG,148031,236635902,43.2322141036,19.1562459608,-26.3546261195,-28.4162822233,32.6065,-0.788007,-0.942265,-1,45.2529421221,-15.5071713125,19.1104492423,37.9754654304,24.8509,1.21847,2.25239,1,87.5925284729
GT,148031,238065682,115.234849447,-68.2053113991,-19.094835684,90.8981964094,70.8278,1.06827,-2.86862,-1,106.846226828,-24.1313287339,61.8555396835,83.711864199,67.3633,1.05436,1.94271,1,92.0695294659
TT,148031,238065682,108.406227804,-24.47975172,62.7579153782,84.9357691208,67.3633,1.05436,1.94271,1,115.234849447,-68.2053113991,-19.094835684,90.8981964094,70.8278,1.06827,-2.86862,-1,92.7402962368
GT,148031,238065682,108.406227804,-24.47975172,62.7579153782,84.9357691208,67.3633,1.05436,1.94271,1,105.722646606,-62.5664831814,-17.4851506355,83.4084619889,70.8278,1.06827,-2.86862,-1,88.7959710262
GG,148031,238065682,106.846226828,-24.1313287339,61.8555396835,83.711864199,67.3633,1.05436,1.94271,1,105.722646606,-62.5664831814,-17.4851506355,83.4084619889,70.8278,1.06827,-2.86862,-1,88.1537322684
GT,148031,239808139,68.2508386257,46.4945063239,-8.05032852677,-49.3114479785,47.1863,-0.912864,-0.171446,1,59.4533057286,-44.0368128309,10.6507303949,-38.4968239744,45.3411,-0.771075,2.9043,-1,92.6566431225
TT,148031,239808139,59.5013292382,-44.0705497734,10.6584235178,-38.5302695061,45.3411,-0.771075,2.9043,-1,68.2508386257,46.4945063239,-8.05032852677,-49.3114479785,47.1863,-0.912864,-0.171446,1,92.6918083676
GT,148031,239808139,59.5013292382,-44.0705497734,10.6584235178,-38.5302695061,45.3411,-0.771075,2.9043,-1,67.9576914482,46.293468395,-8.01451834948,-49.1011093853,47.1863,-0.912864,-0.171446,1,92.4911443663
GG,148031,239808139,59.4533057286,-44.0368128309,10.6507303949,-38.4968239744,45.3411,-0.771075,2.9043,-1,67.9576914482,46.293468395,-8.01451834948,-49.1011093853,47.1863,-0.912864,-0.171446,1,92.456055315
GT,148031,240971524,159.947796017,-28.0967091013,33.5373104075,153.84768453,43.7513,1.97022,2.26815,-1,93.2629199041,32.5730280403,-30.2403756135,81.9907225995,44.9635,1.37184,-0.748367,1,92.0054627156
TT,148031,240971524,94.338838203,32.9492981628,-30.5950990001,82.9342444202,44.9635,1.37184,-0.748367,1,159.947796017,-28.0967091013,33.5373104075,153.84768453,43.7513,1.97022,2.26815,-1,92.5408355099
GT,148031,240971524,94.338838203,32.9492981628,-30.5950990001,82.9342444202,44.9635,1.37184,-0.748367,1,169.093557738,-29.7287595764,35.4608893749,162.638698604,43.7513,1.97022,2.26815,-1,95.1656928777
GG,148031,240971524,93.2629199041,32.5730280403,-30.2403756135,81.9907225995,44.9635,1.37184,-0.748367,1,169.093557738,-29.7287595764,35.4608893749,162.638698604,43.7513,1.97022,2.26815,-1,94.6151362911
GT,148031,241548305,108.198462001,-31.8254787566,-11.4926703126,102.771364916,33.837,1.83016,-2.79505,-1,58.5886036027,44.4433316628,2.49125316221,38.0945827752,44.7814,0.77558,0.055951,1,87.9458601135
TT,148031,241548305,58.9388675544,44.7113238753,2.50425703192,38.3197750377,44.7814,0.77558,0.055951,1,108.198462001,-31.8254787566,-11.4926703126,102.771364916,33.837,1.83016,-2.79505,-1,88.2119072447
GT,148031,241548305,58.9388675544,44.7113238753,2.50425703192,38.3197750377,44.7814,0.77558,0.055951,1,109.009168801,-32.0653772841,-11.5814762216,103.540662095,33.837,1.83016,-2.79505,-1,88.5428902771
TT,148031,241548305,3.52188742247,-0.935123505328,0.560175539169,3.34727870384,1.09007,1.84057,2.60188,-1,108.198462001,-31.8254787566,-11.4926703126,102.771364916,33.837,1.83016,-2.79505,-1,5.24341959614
TT,148031,241548305,3.52188742247,-0.935123505328,0.560175539169,3.34727870384,1.09007,1.84057,2.60188,-1,58.9388675544,44.7113238753,2.50425703192,38.3197750377,44.7814,0.77558,0.055951,1,15.4743684513
GT,148031,241548305,3.52188742247,-0.935123505328,0.560175539169,3.34727870384,1.09007,1.84057,2.60188,-1,109.009168801,-32.0653772841,-11.5814762216,103.540662095,33.837,1.83016,-2.79505,-1,5.26351644686
GT,148031,241548305,3.52188742247,-0.935123505328,0.560175539169,3.34727870384,1.09007,1.84057,2.60188,-1,58.5886036027,44.4433316628,2.49125316221,38.0945827752,44.7814,0.77558,0.055951,1,15.4275668317
GG,148031,241548305,58.5886036027,44.4433316628,2.49125316221,38.0945827752,44.7814,0.77558,0.055951,1,109.009168801,-32.0653772841,-11.5814762216,103.540662095,33.837,1.83016,-2.79505,-1,88.2758450272
GT,148031,242482776,62.6665967293,0.564756187411,-39.5839714335,-48.5786109099,39.588,-1.03321,-1.55653,-1,51.099300611,-37.377496839,34.726098347,-2.85450221343,50.7414,-0.0561245,2.39299,1,94.4380085923
TT,148031,242482776,50.8214474901,-37.1752117552,34.5353920626,-2.84933103431,50.7414,-0.0561245,2.39299,1,62.6665967293,0.564756187411,-39.5839714335,-48.5786109099,39.588,-1.03321,-1.55653,-1,94.1747809001
GT,148031,242482776,50.8214474901,-37.1752117552,34.5353920626,-2.84933103431,50.7414,-0.0561245,2.39299,1,62.6756682007,0.564881726828,-39.592770538,-48.5831416282,39.588,-1.03321,-1.55653,-1,94.1828152272
GG,148031,242482776,51.099300611,-37.377496839,34.726098347,-2.85450221343,50.7414,-0.0561245,2.39299,1,62.6756682007,0.564881726828,-39.592770538,-48.5831416282,39.588,-1.03321,-1.55653,-1,94.4460650028
GT,148031,243881658,89.264612319,-40.710073721,1.01399847989,79.4343852086,40.7227,1.42133,3.11669,-1,92.6631833905,47.2153133063,27.879819695,74.698622715,55.0286,1.11516,0.53336,1,91.9976513249
TT,148031,243881658,92.941135858,47.3853261856,27.9781643472,74.8992440077,55.0286,1.11516,0.53336,1,89.264612319,-40.710073721,1.01399847989,79.4343852086,40.7227,1.42133,3.11669,-1,92.1681130369
GT,148031,243881658,92.941135858,47.3853261856,27.9781643472,74.8992440077,55.0286,1.11516,0.53336,1,88.2753590823,-40.258843357,1.00557919537,78.5540718197,40.7227,1.42133,3.11669,-1,91.6550803435
GG,148031,243881658,92.6631833905,47.2153133063,27.879819695,74.698622715,55.0286,1.11516,0.53336,1,88.2753590823,-40.258843357,1.00557919537,78.5540718197,40.7227,1.42133,3.11669,-1,91.4855673141
GT,148031,244690768,121.497021886,-38.7820415233,-7.88099837421,114.871050675,39.5747,1.7872,-2.94111,1,41.22465063,37.3378771564,7.8283165205,15.6224532576,38.2288,0.398843,0.206691,-1,97.1992785541
TT,148031,244690768,41.3100943955,37.4151134796,7.8454083862,15.654762401,38.2288,0.398843,0.206691,-1,121.497021886,-38.7820415233,-7.88099837421,114.871050675,39.5747,1.7872,-2.94111,1,97.3000486822
GT,148031,244690768,41.3100943955,37.4151134796,7.8454083862,15.654762401,38.2288,0.398843,0.206691,-1,121.178446324,-38.6766160886,-7.85997733918,114.571134296,39.5747,1.7872,-2.94111,1,97.170726525
GG,148031,244690768,41.22465063,37.3378771564,7.8283165205,15.6224532576,38.2288,0.398843,0.206691,-1,121.178446324,-38.6766160886,-7.85997733918,114.571134296,39.5747,1.7872,-2.94111,1,97.0700903251
GT,148031,244980598,65.6428328595,6.13181491016,-59.8266869709,26.3085293037,60.1401,0.424582,-1.46866,1,33.7402632607,-0.636441427571,32.9829601631,7.07908768139,32.985,0.212918,1.59009,-1,89.5068825725
TT,148031,244980598,33.7356665436,-0.636362328419,32.9788609262,7.07628493271,32.985,0.212918,1.59009,-1,65.6428328595,6.13181491016,-59.8266869709,26.3085293037,60.1401,0.424582,-1.46866,1,89.5015897043
GT,148031,244980598,33.7356665436,-0.636362328419,32.9788609262,7.07628493271,32.985,0.212918,1.59009,-1,65.6331566481,6.1303398825,-59.8181930952,26.3040452336,60.1401,0.424582,-1.46866,1,89.4951565161
GG,148031,244980598,33.7402632607,-0.636441427571,32.9829601631,7.07908768139,32.985,0.212918,1.59009,-1,65.6331566481,6.1303398825,-59.8181930952,26.3040452336,60.1401,0.424582,-1.46866,1,89.5004490178
GT,148031,246871945,39.8570751112,4.18798222361,-38.6316575996,-8.86741837999,38.858,-0.226265,-1.46281,-1,42.0506882125,0.350528478143,42.0473389316,0.384231723279,41.9998,0.00913255,1.56246,1,81.2690117972
TT,148031,246871945,42.0016843727,0.350120002861,41.9983406342,0.383570605291,41.9998,0.00913255,1.56246,1,39.8570751112,4.18798222361,-38.6316575996,-8.86741837999,38.858,-0.226265,-1.46281,-1,81.2216221501
GT,148031,246871945,42.0016843727,0.350120002861,41.9983406342,0.383570605291,41.9998,0.00913255,1.56246,1,39.8727645005,4.18886904269,-38.6470516819,-8.87045419688,38.858,-0.226265,-1.46281,-1,81.2377044603
GG,148031,246871945,42.0506882125,0.350528478143,42.0473389316,0.384231723279,41.9998,0.00913255,1.56246,1,39.8727645005,4.18886904269,-38.6470516819,-8.87045419688,38.858,-0.226265,-1.46281,-1,81.2851034896
GT,148031,250202412,79.1078308103,10.1844538856,-35.7136301405,69.8487741701,37.1374,1.38903,-1.293,-1,42.9713603774,-3.71938065149,41.8820726228,8.86480960798,41.935,0.209352,1.65939,1,92.8851645597
TT,148031,250202412,42.8574605903,-3.7103176235,41.7705370822,8.84344613605,41.935,0.209352,1.65939,1,79.1078308103,10.1844538856,-35.7136301405,69.8487741701,37.1374,1.38903,-1.293,-1,92.7602620075
GT,148031,250202412,42.8574605903,-3.7103176235,41.7705370822,8.84344613605,41.935,0.209352,1.65939,1,79.9340733737,10.2907190012,-36.0780596961,70.5827148346,37.1374,1.38903,-1.293,-1,93.2391537157
GG,148031,250202412,42.9713603774,-3.71938065149,41.8820726228,8.86480960798,41.935,0.209352,1.65939,1,79.9340733737,10.2907190012,-36.0780596961,70.5827148346,37.1374,1.38903,-1.293,-1,93.3647013155
GT,148031,251091436,60.1605506545,23.800422886,-21.7986976835,50.7704376691,32.2745,1.23463,-0.741528,1,39.8015736932,-23.5178437967,30.6925470659,-9.43571314357,38.6694,-0.241627,2.22462,-1,90.5797242474
TT,148031,251091436,39.8038725571,-23.5197321084,30.6943756722,-9.43475545491,38.6694,-0.241627,2.22462,-1,60.1605506545,23.800422886,-21.7986976835,50.7704376691,32.2745,1.23463,-0.741528,1,90.5816505134
GT,148031,251091436,39.8038725571,-23.5197321084,30.6943756722,-9.43475545491,38.6694,-0.241627,2.22462,-1,59.9844280372,23.7305145834,-21.7339271703,50.6223224539,32.2745,1.23463,-0.741528,1,90.4486329007
GG,148031,251091436,39.8015736932,-23.5178437967,30.6925470659,-9.43571314357,38.6694,-0.241627,2.22462,-1,59.9844280372,23.7305145834,-21.7339271703,50.6223224539,32.2745,1.23463,-0.741528,1,90.446709479
GT,148031,254093492,42.4203379433,-7.18132197064,-39.6007250731,-13.4046669475,40.2466,-0.327194,-1.75019,1,39.0896908283,7.09694599142,38.2603571154,3.71095625921,38.8916,0.0952711,1.38739,-1,80.920411874
TT,148031,254093492,39.0683778248,7.09304306325,38.2393160329,3.71085321819,38.8916,0.0952711,1.38739,-1,42.4203379433,-7.18132197064,-39.6007250731,-13.4046669475,40.2466,-0.327194,-1.75019,1,80.8985756684
GT,148031,254093492,39.0683778248,7.09304306325,38.2393160329,3.71085321819,38.8916,0.0952711,1.38739,-1,42.2291896087,-7.14744868497,-39.4229156793,-13.3432000645,40.2466,-0.327194,-1.75019,1,80.7162220173
GG,148031,254093492,39.0896908283,7.09694599142,38.2603571154,3.71095625921,38.8916,0.0952711,1.38739,-1,42.2291896087,-7.14744868497,-39.4229156793,-13.3432000645,40.2466,-0.327194,-1.75019,1,80.7380090284
