Run,Event,E,px,py,pz,pt,eta,phi,Q,MET,phiMET,Mt
146944,573269643,76.00,28.84,-27.58,-64.68,39.91,-1.26,-0.76,-1,43.67,2.85,81.17
146944,573659363,67.16,27.78,43.53,-42.94,51.64,-0.76,1.00,1,33.88,-2.30,83.37
146944,573926483,61.92,44.56,14.05,-40.64,46.72,-0.79,0.31,1,58.57,-3.09,103.76
146944,573466660,71.48,-5.78,-34.03,-62.60,34.52,-1.36,-1.74,-1,26.72,1.58,60.49
146944,573590151,53.32,-28.63,24.10,-37.98,37.42,-0.89,2.44,1,31.22,-0.80,68.28
146944,573933919,51.35,-10.65,-36.88,34.11,38.38,0.80,-1.85,1,35.71,1.55,73.42
146944,574925968,82.59,-25.79,-23.93,-74.72,35.18,-1.50,-2.39,1,33.53,0.81,68.66
146944,574903449,68.39,-23.22,27.90,57.97,36.30,1.25,2.26,1,19.78,-1.31,52.33
146944,575222113,47.12,-5.29,32.04,-34.14,32.47,-0.92,1.73,-1,16.92,-1.31,46.83
146944,574486583,70.56,-27.79,-15.92,-62.88,32.03,-1.43,-2.62,-1,40.93,0.49,72.40
146944,576975576,41.59,27.74,29.83,8.41,40.73,0.21,0.82,-1,45.25,-2.85,82.91
146944,576372698,75.31,-19.62,20.98,69.61,28.72,1.62,2.32,1,46.90,-0.76,73.38
146944,576379108,76.00,-34.30,4.44,67.67,34.59,1.42,3.01,1,37.54,-0.04,72.00
146944,576878839,53.94,-33.88,-27.89,31.37,43.88,0.66,-2.45,1,35.09,0.69,78.49
146944,578190435,216.89,26.24,-50.57,209.27,56.97,2.01,-1.09,-1,48.51,2.07,105.13
146944,578306270,94.62,-5.07,-30.96,-89.27,31.37,-1.77,-1.73,-1,34.87,1.69,65.51
146944,583828722,55.53,29.01,-27.30,-38.68,39.84,-0.86,-0.76,1,39.78,2.40,79.61
146944,583668131,93.47,-41.00,-2.62,83.95,41.08,1.46,-3.08,-1,37.73,0.76,73.99
146944,584902854,50.90,2.80,24.98,44.26,25.13,1.33,1.46,1,20.43,-1.86,45.14
146944,586081090,103.99,-44.26,18.31,92.30,47.90,1.41,2.75,1,37.20,-0.21,84.08
146944,585164101,39.42,-10.15,37.34,-7.56,38.69,-0.19,1.84,1,42.77,-1.81,78.76
146944,561461169,35.30,-23.24,23.09,-13.13,32.76,-0.39,2.36,1,32.65,-0.64,65.24
146944,561230564,118.25,-12.80,33.86,-112.57,36.20,-1.85,1.93,1,25.49,-1.79,58.19
146944,561180909,38.66,35.62,9.33,-11.78,36.82,-0.31,0.26,1,41.89,-2.93,78.53
146944,561189871,88.84,37.27,-12.37,-79.69,39.27,-1.46,-0.32,1,39.36,2.84,78.63
146944,561933967,123.50,-1.27,37.08,117.79,37.10,1.87,1.60,1,44.10,-1.56,80.90
146944,562705944,68.94,9.00,-31.61,-60.60,32.86,-1.37,-1.29,1,30.52,2.26,62.01
146944,563106466,30.49,26.55,-12.91,7.60,29.53,0.25,-0.45,1,52.41,2.73,78.66
146944,563023587,60.80,12.07,-35.66,47.75,37.64,1.06,-1.24,1,31.71,2.13,68.61
146944,563117636,96.00,-18.09,22.06,91.67,28.53,1.88,2.26,1,29.28,-1.31,56.50
146944,562337391,73.91,-5.11,-34.23,-65.31,34.61,-1.39,-1.72,1,29.62,1.46,64.02
146944,562616183,89.11,-33.87,2.28,-82.39,33.95,-1.62,3.07,1,35.43,0.11,69.11
146944,564221907,160.28,-20.11,41.20,153.59,45.84,1.92,2.02,-1,44.89,-1.14,90.72
146944,564822267,64.83,26.86,17.78,-56.27,32.21,-1.32,0.58,-1,40.75,-2.70,72.28
146944,563760478,64.53,-7.73,29.08,-57.09,30.09,-1.40,1.83,1,36.52,-1.12,65.98
146944,565196864,32.75,-12.91,-29.79,-4.29,32.47,-0.13,-1.98,-1,34.32,0.92,66.28
146944,565771882,85.99,40.61,-6.98,-75.48,41.20,-1.37,-0.17,-1,41.47,-3.12,82.30
146944,565060908,36.04,-11.69,33.68,5.32,35.65,0.15,1.91,-1,31.63,-1.28,67.14
146944,565168319,43.86,28.27,-17.92,-28.34,33.47,-0.77,-0.56,-1,40.21,2.51,73.33
146944,565436071,85.32,35.55,32.91,-70.23,48.45,-1.17,0.75,1,30.78,-2.49,77.15
146944,566256380,58.98,-15.15,24.63,51.41,28.92,1.34,2.12,-1,31.71,-1.06,60.55
146944,568301368,103.39,13.99,61.08,82.24,62.66,1.09,1.35,1,35.65,-2.95,79.34
146944,567990286,28.94,16.61,23.47,-3.33,28.75,-0.12,0.96,1,36.74,-2.60,63.64
146944,568758047,53.20,1.04,47.68,-23.56,47.69,-0.48,1.55,1,42.56,-1.54,90.07
146944,569586610,45.39,-27.03,10.27,-35.00,28.91,-1.02,2.78,1,22.88,-0.58,51.13
146944,569670859,133.83,-19.86,-29.39,-129.04,35.47,-2.00,-2.17,-1,46.97,0.89,81.55
146944,569087373,50.98,-1.27,-39.34,32.40,39.36,0.75,-1.60,1,45.82,1.36,84.60
146944,569164757,47.28,-42.97,19.17,4.61,47.06,0.10,2.72,-1,27.04,-0.18,70.83
146944,568965231,109.39,5.16,-40.27,-101.58,40.60,-1.65,-1.44,-1,36.33,1.30,75.30
146944,579540051,76.49,16.35,-29.17,68.79,33.44,1.47,-1.06,-1,40.35,1.36,68.73
146944,579673171,42.96,-29.80,30.95,-0.51,42.96,-0.01,2.34,-1,19.11,-0.37,55.94
146944,578490226,107.49,3.38,35.00,-101.58,35.16,-1.78,1.47,1,48.37,-0.94,77.15
146944,579625430,50.76,39.05,17.51,-27.29,42.80,-0.60,0.42,1,42.30,-2.43,84.21
146944,578965775,39.76,29.27,-21.79,15.80,36.49,0.42,-0.64,1,34.97,2.48,71.44
146944,580953773,120.69,30.23,4.36,-116.76,30.54,-2.05,0.14,1,38.80,-2.87,68.70
146944,580227606,70.74,-4.19,28.83,64.46,29.13,1.53,1.72,1,29.11,-1.47,58.23
146944,580018615,78.04,-29.09,-15.26,-70.79,32.84,-1.51,-2.66,1,43.64,0.87,74.28
146944,581051639,69.86,1.12,40.98,-56.57,40.99,-1.13,1.54,1,39.86,-1.70,80.74
146944,580506722,78.05,26.67,21.20,-70.22,34.07,-1.47,0.67,-1,31.09,-2.58,64.99
146944,580827634,56.16,-3.93,44.04,-34.62,44.22,-0.72,1.66,-1,16.04,2.07,10.83
146944,581909332,47.92,28.81,27.56,-26.57,39.87,-0.62,0.76,1,39.53,-2.61,78.88
146944,582334812,98.90,-26.48,-11.14,94.64,28.73,1.91,-2.74,1,23.65,0.59,51.89
146944,581128983,69.11,-11.39,-24.45,-63.63,26.97,-1.59,-2.01,-1,26.66,1.16,53.63
146944,581977439,35.35,-31.52,9.13,-13.14,32.82,-0.39,2.86,1,36.47,-0.39,69.08
146944,581105874,42.96,1.62,-29.18,-31.50,29.22,-0.94,-1.52,-1,22.01,1.46,50.56
146944,582556101,118.33,4.50,33.58,-113.37,33.88,-1.92,1.44,1,66.82,-0.95,88.52
146944,583502460,70.04,-50.06,-10.73,-47.80,51.20,-0.83,-2.93,1,37.49,-0.07,86.75
146944,582558295,91.06,11.26,-60.06,-67.52,61.10,-0.95,-1.39,1,30.79,1.50,86.06
146944,582814919,69.01,11.46,36.95,-57.15,38.68,-1.18,1.27,1,33.82,-1.93,72.31
146944,231542258,32.24,8.87,27.56,-14.17,28.95,-0.47,1.26,-1,22.41,-1.74,50.80
146944,231711282,28.63,-0.62,28.59,-1.27,28.60,-0.04,1.59,1,25.39,-1.73,53.68
146944,231706892,43.95,40.48,-3.54,-16.76,40.63,-0.40,-0.09,-1,41.06,3.11,81.66
146944,231851999,87.07,-35.96,-2.22,-79.27,36.03,-1.53,-3.08,1,41.50,-0.47,74.65
146944,233293064,54.06,4.36,51.79,-14.89,51.97,-0.28,1.49,1,37.85,-1.95,87.75
146944,232081844,50.50,-32.02,-8.32,38.15,33.08,0.99,-2.89,-1,34.99,0.07,67.76
146944,232185924,34.51,18.04,-26.06,13.65,31.69,0.42,-0.97,1,39.65,2.05,70.75
146944,275134157,124.06,-27.96,-21.59,118.93,35.32,1.93,-2.48,1,37.14,0.40,71.82
146944,274499255,83.77,22.90,-16.09,78.96,27.98,1.76,-0.61,1,43.07,2.18,68.37
146944,276661024,84.07,2.35,28.12,79.20,28.22,1.76,1.49,-1,52.90,-1.41,76.69
146944,276380891,31.69,-25.22,-10.08,16.33,27.16,0.57,-2.76,-1,30.04,0.26,57.03
146944,276726579,37.80,-32.39,16.16,-10.88,36.20,-0.30,2.68,-1,31.31,-1.33,61.13
146944,287061444,88.43,37.68,-11.87,-79.11,39.50,-1.44,-0.31,1,37.09,2.90,76.52
146944,287069495,67.74,-16.66,-21.70,61.96,27.36,1.56,-2.23,-1,43.67,0.27,65.60
146944,290304582,87.11,21.26,-37.30,75.80,42.93,1.33,-1.05,-1,38.51,1.80,80.46
146944,290904977,103.54,-35.23,10.07,96.84,36.65,1.70,2.86,-1,31.18,-0.27,67.61
146944,291246651,133.91,41.75,-8.42,126.95,42.59,1.81,-0.20,-1,53.30,2.86,95.21
146944,291584325,42.32,33.37,-7.46,24.94,34.19,0.68,-0.22,-1,44.12,2.49,75.89
146944,292751902,85.14,43.09,2.66,73.38,43.18,1.30,0.06,1,22.34,2.52,58.50
146944,292280127,99.74,-1.24,-31.31,-94.69,31.34,-1.83,-1.61,-1,22.48,1.53,53.09
146944,292493231,34.39,-25.41,-20.78,-10.26,32.83,-0.31,-2.46,1,22.92,0.90,54.55
146944,292749961,31.20,-16.90,-25.59,-5.71,30.67,-0.19,-2.15,1,32.53,0.89,63.10
146944,292827473,37.85,-29.71,-23.07,-4.20,37.61,-0.11,-2.48,1,46.17,0.63,83.34
146944,291759723,139.58,-26.56,23.20,135.05,35.27,2.05,2.42,-1,53.00,-1.15,84.44
146944,295609733,57.33,26.44,43.56,26.27,50.96,0.50,1.03,1,48.41,-1.79,98.04
146944,294492926,28.16,11.58,23.10,-11.19,25.84,-0.42,1.11,1,29.98,-1.92,55.58
146944,294552398,41.14,-39.27,-5.53,10.93,39.66,0.27,-3.00,-1,41.65,0.11,81.28
146944,294826270,29.56,-27.21,-11.32,-2.34,29.47,-0.08,-2.75,1,41.83,0.32,70.17
146944,295289534,82.25,-21.13,22.37,76.27,30.77,1.64,2.33,1,23.30,-0.78,53.54
146944,294846215,69.05,7.50,-40.43,55.47,41.12,1.11,-1.39,-1,27.10,1.74,66.76
146944,295076959,33.83,8.92,32.58,1.83,33.78,0.05,1.30,1,42.08,-1.80,75.38
146944,295862583,84.31,30.37,18.33,-76.48,35.47,-1.51,0.54,-1,42.50,-2.78,77.33
146944,295341996,49.96,33.08,12.92,-35.14,35.52,-0.87,0.37,1,51.92,-2.62,85.65
146944,308545730,101.18,-10.74,43.01,90.95,44.33,1.47,1.82,-1,31.74,-1.08,74.45
146944,308063539,39.87,4.43,-39.47,-3.53,39.72,-0.09,-1.46,1,41.11,1.77,80.73
146944,308241291,55.29,21.43,24.49,44.70,32.54,1.12,0.85,1,54.42,-2.18,84.02
146944,308755123,33.53,12.87,30.96,0.36,33.53,0.01,1.18,1,30.94,-2.30,63.51
146944,317329277,55.14,19.26,35.40,37.65,40.30,0.83,1.07,-1,41.74,-1.80,81.29
146944,316153574,114.26,21.59,-33.11,107.21,39.52,1.72,-0.99,1,43.37,0.82,65.15
146944,316201544,33.59,-19.02,-25.61,-10.51,31.90,-0.32,-2.21,-1,33.48,0.60,64.43
146944,316869442,34.98,27.50,14.52,-16.01,31.10,-0.49,0.49,1,28.20,-2.33,58.44
146944,317682334,189.82,-35.09,34.61,-183.31,49.29,-2.02,2.36,1,51.92,-0.98,100.65
146944,317862535,95.46,-34.40,-19.16,-86.96,39.37,-1.53,-2.63,-1,23.59,0.54,60.94
146944,318770304,55.26,28.83,31.16,35.38,42.45,0.76,0.82,1,48.58,-2.53,90.30
146944,317435706,54.17,4.62,38.74,37.59,39.01,0.86,1.45,1,34.88,-1.40,72.99
146944,317573522,83.27,-18.09,69.02,-42.94,71.35,-0.57,1.83,1,71.62,3.10,84.78
146944,325716859,60.62,-38.07,5.86,-46.81,38.52,-1.03,2.99,1,49.90,-0.44,86.80
146944,324851306,69.75,24.69,-14.98,63.49,28.88,1.53,-0.55,1,24.21,2.26,52.15
146944,326203467,29.22,-29.06,1.09,2.91,29.08,0.10,3.10,1,27.73,0.18,56.46
146944,326480549,100.51,-37.63,-30.09,88.21,48.18,1.37,-2.47,1,37.90,0.96,84.58
146944,326186262,51.80,-44.59,0.23,-26.35,44.59,-0.56,3.14,1,39.41,0.28,83.00
146944,326357783,69.19,32.10,-10.62,-60.36,33.81,-1.34,-0.32,1,35.73,2.65,69.25
146944,149537657,33.29,-25.13,-21.26,-5.00,32.92,-0.15,-2.44,1,36.66,0.28,67.96
146944,150327505,41.01,27.38,29.92,-6.08,40.56,-0.15,0.83,-1,29.51,-1.64,65.38
146944,150238812,46.60,30.68,-7.76,-34.19,31.65,-0.94,-0.25,1,33.81,3.01,65.32
146944,150447432,34.20,-31.64,1.03,12.96,31.65,0.40,3.11,-1,21.64,0.02,52.33
146944,155815193,110.71,-25.94,-34.57,101.93,43.22,1.59,-2.21,1,32.96,1.08,75.27
146944,156416091,53.91,29.02,-15.93,42.55,33.10,1.07,-0.50,1,28.81,2.54,61.69
146944,155660644,46.62,-1.19,-28.65,-36.76,28.67,-1.07,-1.61,1,28.43,1.58,57.09
146944,156638752,148.22,-43.33,-5.03,141.65,43.62,1.89,-3.03,1,33.67,0.36,76.07
146944,161457782,83.77,9.78,39.78,-73.07,40.97,-1.34,1.33,1,52.38,-1.68,92.45
146944,161225216,128.45,22.03,-30.86,-122.73,37.91,-1.89,-0.95,-1,26.05,2.26,62.82
146944,163826398,42.95,20.41,-33.47,17.54,39.20,0.43,-1.02,1,32.73,1.51,68.31
146944,164518991,96.40,25.01,-7.82,92.77,26.20,1.98,-0.30,1,35.50,3.05,60.64
146944,165119016,90.11,-37.07,14.92,80.77,39.96,1.45,2.76,1,33.38,-0.06,72.10
146944,167906653,36.92,-7.16,36.22,0.67,36.92,0.02,1.77,-1,39.25,-1.52,75.93
146944,168283861,119.08,-23.38,-39.04,-110.04,45.51,-1.62,-2.11,1,30.51,0.68,73.40
146944,167274479,68.62,49.56,31.99,-35.06,58.99,-0.56,0.57,1,57.06,-2.58,116.03
146944,173172536,69.10,-21.85,19.73,-62.52,29.44,-1.50,2.41,-1,28.44,-0.56,57.67
146944,174476561,56.04,21.97,-37.08,35.83,43.10,0.76,-1.04,-1,38.59,2.39,80.76
146944,173233900,26.80,6.55,-24.41,8.92,25.27,0.35,-1.31,1,29.76,1.73,54.78
146944,174281148,64.10,30.50,19.45,-52.91,36.17,-1.17,0.57,-1,40.67,-2.57,76.71
146944,173183638,37.35,-9.61,-34.18,-11.60,35.50,-0.32,-1.84,1,34.43,1.12,69.65
146944,174571372,82.87,-42.85,0.71,-70.92,42.86,-1.28,3.12,-1,40.00,-0.01,82.81
146944,175759158,102.69,27.38,24.01,-96.02,36.42,-1.70,0.72,-1,41.21,-1.99,75.68
146944,174990175,185.30,20.05,-41.47,-179.48,46.06,-2.07,-1.12,1,45.70,1.25,84.95
146944,175215047,46.48,24.80,-25.91,-29.57,35.86,-0.75,-0.81,-1,31.08,2.25,66.71
146944,180854702,48.59,-9.93,-33.06,-34.20,34.52,-0.87,-1.86,1,21.00,1.59,53.19
146944,182414894,31.82,25.14,-8.59,17.51,26.57,0.62,-0.33,-1,29.59,2.98,55.89
146944,182188504,37.32,-9.24,28.48,22.28,29.95,0.69,1.88,-1,33.36,-1.62,62.16
146944,182379256,53.58,-37.32,12.57,-36.33,39.38,-0.83,2.82,-1,54.17,-0.34,92.37
146944,183011416,42.83,-29.61,18.90,24.50,35.13,0.65,2.57,1,37.75,-0.57,72.83
146944,182350154,75.35,-18.94,33.22,64.93,38.24,1.30,2.09,1,48.73,-1.18,86.17
146944,182807988,82.71,40.09,-27.39,-66.96,48.55,-1.13,-0.60,1,27.81,1.92,69.95
146944,182789813,65.14,10.45,-32.20,-55.66,33.85,-1.27,-1.26,1,37.71,1.89,71.45
146944,183679799,84.85,-11.43,31.70,-77.87,33.70,-1.57,1.92,-1,44.25,-1.19,77.22
146944,187565444,30.57,-3.56,-30.35,-0.95,30.56,-0.03,-1.69,1,17.87,1.94,45.34
146944,187371853,77.61,5.13,25.19,-73.23,25.71,-1.77,1.37,-1,24.99,-1.72,50.68
146944,186641486,100.63,-31.82,-17.51,-93.84,36.32,-1.68,-2.64,1,25.58,-0.79,48.74
146944,186639214,32.59,-10.13,26.43,16.15,28.30,0.54,1.94,1,32.91,-1.52,60.30
146944,186845567,227.79,85.81,-10.08,-210.77,86.40,-1.62,-0.12,1,105.57,0.92,94.68
146944,383500001,44.44,-31.33,-28.89,-12.60,42.61,-0.29,-2.40,-1,35.66,0.57,77.67
146944,383303914,29.79,12.14,22.92,-14.67,25.93,-0.54,1.08,-1,27.43,-1.86,53.08
146944,383465982,71.29,-7.86,-36.84,60.53,37.67,1.25,-1.78,-1,29.59,1.55,66.49
146944,383803094,99.04,-20.71,26.93,-93.04,33.97,-1.73,2.23,1,39.48,-1.08,72.98
146944,383809255,34.19,28.92,-14.51,-11.04,32.35,-0.33,-0.47,1,45.25,2.64,76.51
146944,384513329,149.01,-42.91,-20.10,-141.27,47.38,-1.81,-2.70,-1,22.76,0.77,64.75
146944,385262026,70.09,45.01,-32.41,-42.84,55.46,-0.71,-0.62,1,37.58,2.07,89.05
146944,384669781,34.32,-19.71,-17.29,22.15,26.22,0.77,-2.42,1,22.55,0.24,47.25
146944,385454749,195.61,44.94,27.19,-188.43,52.53,-1.99,0.54,1,29.01,2.70,68.78
146944,385651341,59.82,-22.38,-17.63,-52.60,28.49,-1.37,-2.47,1,72.09,-0.99,61.14
146944,385279511,37.23,0.73,36.73,-6.01,36.74,-0.16,1.55,1,43.00,-2.18,76.09
146944,385293151,46.36,8.83,38.17,-24.79,39.18,-0.60,1.34,1,37.47,-1.58,76.19
146944,392467900,32.47,-30.62,2.23,10.57,30.70,0.34,3.07,-1,33.28,-0.21,63.78
146944,394042050,144.06,5.57,-36.54,-139.24,36.96,-2.04,-1.42,-1,38.65,1.55,75.32
146944,393044045,45.88,-29.07,-18.30,-30.41,34.35,-0.80,-2.58,1,33.05,0.66,67.30
146944,393428855,106.85,39.22,-11.86,-98.68,40.98,-1.61,-0.29,-1,17.97,2.74,54.19
146944,393537296,45.87,18.76,-21.53,-35.90,28.55,-1.05,-0.85,-1,33.33,2.20,61.64
146944,401129201,56.37,11.08,35.24,-42.58,36.94,-0.99,1.27,1,25.39,-1.89,61.25
146944,402676797,100.21,-29.22,9.43,-95.38,30.71,-1.85,2.83,1,36.46,-0.62,66.14
146944,401429016,40.12,-3.51,-34.47,-20.22,34.65,-0.55,-1.67,1,22.26,1.04,54.27
146944,403524685,111.07,-29.23,69.04,-81.95,74.98,-0.95,1.97,-1,45.18,-2.12,103.52
146944,403531630,44.96,-22.92,-33.12,-19.97,40.28,-0.48,-2.18,1,30.47,1.27,69.25
146944,403970803,45.99,7.65,45.33,-1.53,45.97,-0.03,1.40,-1,43.95,-0.91,82.37
146944,404510981,44.06,11.39,28.23,-31.86,30.44,-0.91,1.19,1,42.26,-2.16,71.36
146944,405475869,38.90,-8.88,29.71,-23.50,31.00,-0.70,1.86,1,21.14,-1.46,51.00
146944,405084830,46.48,38.07,-13.34,-23.08,40.34,-0.54,-0.34,1,48.09,-2.68,81.11
146944,404603479,26.88,-26.46,0.46,-4.74,26.46,-0.18,3.12,1,52.88,0.18,74.46
146944,404787151,44.26,41.31,5.42,14.93,41.67,0.35,0.13,1,39.07,-2.76,80.07
146944,404967071,98.78,-25.48,-17.86,-93.75,31.11,-1.82,-2.53,1,49.32,1.09,76.14
146944,405371588,116.23,33.63,21.38,109.19,39.85,1.73,0.57,1,40.44,-2.37,79.85
146944,411244520,69.15,-31.34,-9.36,60.93,32.71,1.38,-2.85,-1,32.94,0.67,64.44
146944,412041705,88.31,13.23,-36.19,79.47,38.53,1.47,-1.22,1,31.85,2.17,69.53
146944,412354754,114.98,-15.02,23.53,111.54,27.91,2.09,2.14,-1,41.97,-0.46,65.92
146944,411996621,161.03,-2.36,45.10,-154.56,45.16,-1.94,1.62,1,24.27,-1.34,65.93
146944,413936545,88.59,-83.34,0.25,-30.06,83.34,-0.35,3.14,-1,16.85,-0.80,69.08
146944,412919275,29.07,-28.92,-2.73,0.95,29.05,0.03,-3.05,1,27.01,-0.21,55.39
146944,413972911,112.65,15.38,-26.34,-108.44,30.50,-1.98,-1.04,1,33.01,2.27,63.23
146944,414978285,42.46,-34.59,-6.25,-23.81,35.15,-0.63,-2.96,1,44.65,0.00,78.92
146944,414599614,57.75,19.39,28.53,46.32,34.49,1.10,0.97,1,47.95,-2.58,79.63
146944,415468363,39.11,8.23,36.95,9.83,37.86,0.26,1.35,1,33.16,-1.35,69.18
146944,415738359,49.26,-33.53,1.66,36.05,33.57,0.93,3.09,-1,29.26,0.09,62.53
146944,416105289,105.54,-38.39,-2.78,-98.27,38.49,-1.67,-3.07,1,16.11,-1.16,40.62
146944,416508905,125.88,8.64,35.45,-120.48,36.49,-1.91,1.33,1,47.57,-1.57,82.74
146944,440032461,82.32,14.67,28.35,-75.88,31.92,-1.60,1.09,1,39.32,-2.59,68.29
146944,439859414,142.86,54.96,-2.91,-131.84,55.04,-1.61,-0.05,1,30.45,-2.73,79.65
146944,439103933,26.06,-5.72,-25.36,1.83,25.99,0.07,-1.79,1,75.19,0.32,76.95
146944,439425053,39.11,10.74,34.65,-14.60,36.28,-0.39,1.27,1,35.76,-1.88,72.04
146944,438856316,29.17,26.31,9.16,-8.65,27.86,-0.31,0.34,1,26.50,-2.53,53.83
146944,440132541,112.13,24.57,38.51,-102.40,45.68,-1.55,1.00,-1,62.68,-2.34,106.49
146944,440262877,36.03,-28.56,16.79,-14.14,33.13,-0.41,2.61,1,43.34,-0.92,74.37
146944,440475853,56.86,-38.59,3.85,-41.59,38.78,-0.93,3.04,1,36.33,0.34,73.30
146944,441126759,44.48,20.11,-15.75,-36.42,25.54,-1.15,-0.66,1,39.63,2.32,63.42
146944,441490825,34.58,-24.61,24.21,-2.08,34.52,-0.06,2.36,1,40.70,-0.67,74.86
146944,441113154,58.69,20.09,-15.69,52.87,25.49,1.48,-0.66,1,27.79,2.60,53.13
146944,440504523,49.59,-25.06,-19.68,-38.00,31.86,-1.01,-2.48,1,31.89,0.56,63.67
146944,440725604,42.28,10.49,-23.68,33.42,25.90,1.07,-1.15,-1,38.94,1.64,62.54
146944,461546345,139.51,-88.30,38.42,-100.95,96.29,-0.92,2.73,-1,34.84,-1.55,97.54
146944,461612557,34.59,3.01,32.60,-11.17,32.73,-0.33,1.48,1,45.87,-1.49,77.21
146944,461719133,152.55,-18.49,47.16,143.90,50.65,1.77,1.94,1,27.89,-0.54,71.18
146944,461786175,125.42,-3.70,40.13,118.77,40.30,1.80,1.66,1,37.36,-1.69,77.16
146944,462516534,111.65,23.36,-25.27,106.22,34.42,1.85,-0.82,-1,35.96,2.28,70.35
