Type,Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
GSF-GSF,142191,25487594,62.9265613548,31.5578096765,34.8114324708,41.8571492272,46.9865,0.802038,0.834382,-1,73.9927817906,-40.8148108706,54.9074844976,-28.1824611523,68.4155,-0.40109,2.21002,1,102.101583241
GSF-GSF,142191,25487594,62.9265613548,31.5578096765,34.8114324708,41.8571492272,46.9865,0.802038,0.834382,-1,6.41038662811,1.23604062828,-3.64644369528,5.12530081099,3.85024,1.09731,-1.24398,-1,23.5280386093
GSF-GSF,142191,25487594,4.34774384084,1.51566429544,-2.50880628059,3.21115696198,2.9311,0.947348,-1.02734,-1,73.9927817906,-40.8148108706,54.9074844976,-28.1824611523,68.4155,-0.40109,2.21002,1,34.9803876883
GSF-GSF,142191,25487594,4.34774384084,1.51566429544,-2.50880628059,3.21115696198,2.9311,0.947348,-1.02734,-1,6.41038662811,1.23604062828,-3.64644369528,5.12530081099,3.85024,1.09731,-1.24398,-1,0.884228892234
GSF-GSF,142191,25487594,4.34774384084,1.51566429544,-2.50880628059,3.21115696198,2.9311,0.947348,-1.02734,-1,62.9265613548,31.5578096765,34.8114324708,41.8571492272,46.9865,0.802038,0.834382,-1,18.9041153571
GSF-GSF,142191,25487594,10.6552728592,1.95945422727,-5.45866826444,8.93858598178,5.7997,1.21741,-1.22616,-1,73.9927817906,-40.8148108706,54.9074844976,-28.1824611523,68.4155,-0.40109,2.21002,1,53.2920468521
GSF-GSF,142191,25487594,10.6552728592,1.95945422727,-5.45866826444,8.93858598178,5.7997,1.21741,-1.22616,-1,6.41038662811,1.23604062828,-3.64644369528,5.12530081099,3.85024,1.09731,-1.24398,-1,0.574082613668
GSF-GSF,142191,25487594,10.6552728592,1.95945422727,-5.45866826444,8.93858598178,5.7997,1.21741,-1.22616,-1,62.9265613548,31.5578096765,34.8114324708,41.8571492272,46.9865,0.802038,0.834382,-1,29.1391122845
GSF-GSF,142191,25487594,10.6552728592,1.95945422727,-5.45866826444,8.93858598178,5.7997,1.21741,-1.22616,-1,4.34774384084,1.51566429544,-2.50880628059,3.21115696198,2.9311,0.947348,-1.02734,-1,1.384614434
GSF-GSF,142191,63032118,126.732072345,-29.9731141678,5.73529534482,-123.002995797,30.5169,-2.10212,2.95253,1,25.7145333541,24.8414067807,-6.47576680522,-1.48532110976,25.6716,-0.0578263,-0.255009,-1,87.8393068294
GSF-GSF,142191,145942990,47.8272464329,-4.39972609756,-27.502093984,38.8808788204,27.8518,1.13565,-1.72943,1,43.8295931468,22.0817618353,22.1741167567,-30.6877430819,31.2937,-0.867615,0.787485,-1,89.4025001851
GSF-GSF,142265,36795919,126.490336904,30.8950030152,-20.1855312236,120.986976356,36.9047,1.90298,-0.578733,1,40.5827284662,-32.0475319887,15.3450842631,19.607190821,35.5319,0.527074,2.69503,-1,90.1217569638
GSF-GSF,142265,113846430,77.4730517827,32.6721767066,-53.1707163215,45.907271182,62.4067,0.681599,-1.0198,1,40.644385471,-13.4981500299,32.4108452877,20.4768924293,35.1093,0.554394,1.96542,-1,93.5214213999
GSF-GSF,142265,87467507,103.26901074,-36.1999405735,-18.2307072939,94.9825994227,40.5314,1.58746,-2.67506,1,72.8707373206,40.2240074743,6.33042869931,60.4326009086,40.7191,1.18593,0.156099,-1,81.9360519427
GSF-GSF,142265,100544693,38.904608103,10.6023237824,-33.9582720471,15.7478576758,35.5749,0.429354,-1.26817,-1,42.4504152366,-14.7012535842,37.5017835204,-13.3987734267,40.2804,-0.32679,1.9444,1,81.1403963923
GSF-GSF,142265,20261996,93.8430304592,-11.7038724926,29.159233612,-88.4266522568,31.4204,-1.75803,1.95249,-1,103.227570398,-7.51042171998,-61.0409982494,-82.9067029158,61.5013,-1.10741,-1.69322,1,89.9781479534
GSF-GSF,142265,78576815,54.7710859392,7.72533657268,43.1403528312,-32.8496725575,43.8266,-0.692777,1.3936,-1,48.7229647882,-9.74459173462,-44.2844464698,-17.8285734225,45.3439,-0.383701,-1.78739,1,90.2072479277
GSF-GSF,142303,55702800,58.8099264243,-5.32271609787,31.4502654932,49.4080655311,31.8975,1.22162,1.73845,-1,53.5831535813,-3.33358839417,-50.9827302033,16.1493887468,51.0916,0.311047,-1.63609,1,88.7579621028
GSF-GSF,142304,1084266,86.858267111,-25.0188610238,41.6391688658,-72.00413026,48.5774,-1.18488,2.11184,-1,86.6078180846,17.7150357238,-38.1179199091,-75.7239449859,42.0333,-1.35118,-1.13575,1,90.5602199589
GSF-GSF,142305,2688872,75.1632648291,-15.6331427958,16.3547354453,-71.6773594265,22.6246,-1.87031,2.33364,-1,35.6669481935,21.5342835109,-22.5492135932,17.3187410967,31.18,0.530245,-0.808417,1,96.204374696
GSF-GSF,142305,167111042,143.242331577,22.9755653082,37.1244252209,-136.426778918,43.6589,-1.8572,1.01661,1,129.646556184,-10.3584765544,-39.4937741882,-123.049474985,40.8296,-1.82278,-1.8273,-1,83.5201411676
GSF-GSF,142305,19111019,43.0848406521,39.405194199,-17.312287844,-1.95418870687,43.0405,-0.0453879,-0.413954,1,55.4351166421,-30.000570504,26.1691756753,-38.5770938611,39.8103,-0.859299,2.4243,-1,88.8622850805
GSF-GSF,142305,19111019,7.77182418158,-5.97769329043,-4.94993496276,-0.408139238893,7.7611,-0.0525636,-2.44997,-1,55.4351166421,-30.000570504,26.1691756753,-38.5770938611,39.8103,-0.859299,2.4243,-1,27.029193964
GSF-GSF,142305,19111019,7.77182418158,-5.97769329043,-4.94993496276,-0.408139238893,7.7611,-0.0525636,-2.44997,-1,43.0848406521,39.405194199,-17.312287844,-1.95418870687,43.0405,-0.0453879,-0.413954,1,31.1097313295
GSF-GSF,142305,90662235,7.26136340942,-3.96214394682,1.99066492328,5.75031014906,4.43411,1.07652,2.67601,-1,41.2060859485,-28.0508530224,3.13594325169,30.0209430827,28.2256,0.925643,3.03026,-1,4.28917278315
GSF-GSF,142305,90662235,51.3594882445,27.1240018842,-11.5473474822,-42.0564420795,29.4797,-1.15336,-0.402484,1,41.2060859485,-28.0508530224,3.13594325169,30.0209430827,28.2256,0.925643,3.03026,-1,91.3888478723
GSF-GSF,142305,90662235,51.3594882445,27.1240018842,-11.5473474822,-42.0564420795,29.4797,-1.15336,-0.402484,1,7.26136340942,-3.96214394682,1.99066492328,5.75031014906,4.43411,1.07652,2.67601,-1,38.6065692368
GSF-GSF,142305,149498854,58.5104807968,31.6910060191,-20.6919987219,44.6205971408,37.8481,1.00242,-0.578432,1,40.576828497,-31.1265299283,22.9908996096,-12.20805801,38.6968,-0.310468,2.50541,-1,93.6061888532
GSF-GSF,142305,13335286,86.2244280901,-14.6689654288,44.3982750869,-72.4449212973,46.7588,-1.22182,1.8899,-1,71.1032762511,11.5801538946,-41.3724116052,-56.6559748582,42.9625,-1.08982,-1.29788,1,89.8124075985
GSF-GSF,142305,98514470,33.6710284347,5.86195931742,27.0254624044,-19.2093719412,27.6539,-0.648266,1.3572,1,97.2389178849,16.9617622244,-16.728950191,-94.2753838439,23.8235,-2.08429,-0.778488,-1,60.263453444
GSF-GSF,142305,122116100,42.5157682793,37.7698898105,4.55281216303,18.9815140921,38.0433,0.480268,0.119962,1,67.9820653751,-2.61126410959,-59.7249430619,-32.3677878208,59.782,-0.517958,-1.61449,-1,88.0368441557
GSF-GSF,142308,28932159,67.9230550019,36.4845283528,-23.1483265363,52.4077815784,43.2084,1.02421,-0.56538,-1,51.2944644288,-36.5733550094,23.8882107391,26.8861520456,43.6836,0.582049,2.563,1,89.0209734323
GSF-GSF,142309,23564676,50.0579315644,25.5222595144,-27.3560655228,33.25742715,37.4131,0.800612,-0.820064,-1,40.9902613121,-18.969971889,30.7814512538,-19.3091674448,36.1574,-0.511441,2.1231,1,89.6691348054
GSF-GSF,142309,64433631,51.6010752339,11.96910963,-23.4751782704,44.3658357847,26.3504,1.29252,-1.09929,1,35.4392711877,-15.4893305287,23.3227752436,-21.7271888831,27.9977,-0.713845,2.15704,-1,83.97081868
GSF-GSF,142309,15395536,53.7691078579,45.9947354917,-18.3975006002,-20.9077315432,49.5377,-0.410436,-0.380499,-1,42.0825306555,-22.6445250639,34.3008828835,-9.03406354574,41.1014,-0.218067,2.15429,1,86.561397964
GSF-GSF,142309,6754816,50.6383661406,12.0480464013,-37.4586309168,31.873808572,39.3485,0.740488,-1.25961,-1,59.9952968811,-6.92993771694,46.4262414115,37.3632937418,46.9406,0.729518,1.71897,1,85.6704031876
GSF-GSF,142311,87353980,91.901891263,-28.1936575901,-12.3314406272,86.5968293947,30.7725,1.75796,-2.72928,1,34.2674897404,3.78624853711,33.7779577871,-4.35600075733,33.9895,-0.127809,1.45917,-1,89.9971338036
GSF-GSF,142311,37649257,50.0828108079,-41.9210485672,-0.462519172974,-27.3988996349,41.9236,-0.614193,-3.13056,1,72.3368259845,43.7870533213,8.84061455971,-56.8959918526,44.6706,-1.0623,0.199222,-1,88.3587250104
GSF-GSF,142311,287659439,36.8276277207,33.5492845188,-10.1852965577,-11.2685139031,35.0613,-0.316104,-0.294749,1,115.33808951,-27.4993664256,15.1210499781,-110.986546866,31.3825,-1.97572,2.63885,-1,90.2615225101
GSF-GSF,142311,301779566,162.728077816,9.70887305907,33.4078117201,158.965666763,34.79,2.22427,1.28797,1,55.5206984354,2.42196832234,-30.6969022661,46.1993746192,30.7923,1.19496,-1.49206,-1,73.3847926151
GSF-GSF,142311,92798760,64.7365343732,34.1949360773,-11.4993317007,53.7521218139,36.0767,1.18917,-0.324407,-1,49.507406034,17.7258602186,43.2142165273,-16.410625259,46.7084,-0.344488,1.18154,1,89.1946609793
GSF-GSF,142311,92798760,34.2632799428,6.21798115341,-6.1651277005,33.1255228334,8.75626,2.04071,-0.78113,1,49.507406034,17.7258602186,43.2142165273,-16.410625259,46.7084,-0.344488,1.18154,1,69.2256997476
GSF-GSF,142311,92798760,34.2632799428,6.21798115341,-6.1651277005,33.1255228334,8.75626,2.04071,-0.78113,1,64.7365343732,34.1949360773,-11.4993317007,53.7521218139,36.0767,1.18917,-0.324407,-1,17.5499598317
GSF-GSF,142311,258417975,28.1632453363,1.68835153999,-27.8881402341,3.54534779291,27.9392,0.126557,-1.51033,-1,90.165879362,-1.56357577659,24.3770064856,-86.7940239098,24.4271,-1.98023,1.63485,1,84.0184268329
GSF-GSF,142312,18675057,82.830302266,28.6861838662,-1.28834126124,77.693641987,28.7151,1.72102,-0.0448814,1,73.8778498919,-49.0853020185,-23.2820973015,50.0650953798,54.327,0.8248,-2.6987,-1,84.9430368343
GSF-GSF,142313,68107865,179.415494139,-25.9702050788,18.469204059,176.562613502,31.8679,2.41327,2.52341,-1,44.4792594637,28.4801800726,-17.4087244619,29.3976219755,33.3794,0.794461,-0.548656,1,87.7599994395
GSF-GSF,142413,45302626,70.6484536371,-13.3228168911,-49.4180191817,-48.6987261773,51.1824,-0.846641,-1.83413,-1,48.6824935965,17.6578141488,43.2848368772,-13.5871144293,46.748,-0.286702,1.18346,1,101.508329221
GSF-GSF,142413,27805445,30.7937053262,-6.01648296834,-30.1705575993,1.33853438391,30.7646,0.0434952,-1.76763,-1,110.802937908,6.48159743337,30.7007557067,106.267321141,31.3775,1.93413,1.36273,1,92.0331016016
GSF-GSF,142413,41721476,118.556028575,-17.6895598596,33.2851623162,-112.40422302,37.6938,-1.81275,2.05929,1,40.5260465075,20.9232510161,-23.1981716288,-25.8151669618,31.24,-0.753112,-0.836913,-1,78.040391503
GSF-GSF,142413,83577165,24.4562009026,14.4845730806,9.4412808814,-17.296390384,17.2899,-0.881639,0.577651,1,51.0738354672,-45.6456433602,19.5792168381,-11.902360241,49.6676,-0.237404,2.73639,-1,55.1272869557
GSF-GSF,142413,83577165,73.6517415684,5.53513707153,-49.3891008269,-54.356766027,49.6983,-0.946126,-1.45919,1,51.0738354672,-45.6456433602,19.5792168381,-11.902360241,49.6676,-0.237404,2.73639,-1,93.105938881
GSF-GSF,142413,83577165,73.6517415684,5.53513707153,-49.3891008269,-54.356766027,49.6983,-0.946126,-1.45919,1,24.4562009026,14.4845730806,9.4412808814,-17.296390384,17.2899,-0.881639,0.577651,1,49.9437327326
GSF-GSF,142413,83577165,6.27355412088,-3.32379677956,1.70510444776,5.04008678863,3.73564,1.10809,2.6676,1,51.0738354672,-45.6456433602,19.5792168381,-11.902360241,49.6676,-0.237404,2.73639,-1,19.7637014607
GSF-GSF,142413,83577165,6.27355412088,-3.32379677956,1.70510444776,5.04008678863,3.73564,1.10809,2.6676,1,24.4562009026,14.4845730806,9.4412808814,-17.296390384,17.2899,-0.881639,0.577651,1,23.3515745172
GSF-GSF,142413,83577165,6.27355412088,-3.32379677956,1.70510444776,5.04008678863,3.73564,1.10809,2.6676,1,73.6517415684,5.53513707153,-49.3891008269,-54.356766027,49.6983,-0.946126,-1.45919,1,40.9544198268
GSF-GSF,142413,20739498,58.1301012727,-13.4222410863,-25.9631345369,50.2480622806,29.2274,1.31052,-2.04793,1,30.630819106,4.94740939448,29.9899550245,-3.79114979282,30.3953,-0.124407,1.4073,-1,75.048105993
GSF-GSF,142414,80463407,75.2449261082,-16.706194214,-38.226883196,62.6211416437,41.718,1.19535,-1.98281,-1,47.0193068992,14.9729436899,36.3805026724,25.7504408425,39.3412,0.615028,1.18036,1,84.4546789903
GSF-GSF,142414,97953146,193.243442956,39.1978687827,42.4345615523,-184.406787603,57.7682,-1.87753,0.825027,-1,138.672962604,-40.5605459094,-5.22576053503,-132.505562522,40.8958,-1.89175,-3.01346,1,91.3712802563
GSF-GSF,142414,97953146,37.4932602835,-7.66687747258,-9.38183718844,-35.4816105499,12.1161,-1.79558,-2.25594,1,138.672962604,-40.5605459094,-5.22576053503,-132.505562522,40.8958,-1.89175,-3.01346,1,16.6006473425
GSF-GSF,142414,97953146,37.4932602835,-7.66687747258,-9.38183718844,-35.4816105499,12.1161,-1.79558,-2.25594,1,193.243442956,39.1978687827,42.4345615523,-184.406787603,57.7682,-1.87753,0.825027,-1,52.9323396308
GSF-GSF,142414,87952033,50.8323535737,-41.1204771675,23.1900227459,18.8482723913,47.2088,0.389342,2.6281,-1,37.0035099574,33.6516977898,-13.5235919277,-7.3440755817,36.2674,-0.201139,-0.382117,1,86.2181525426
GSF-GSF,142419,102546225,119.822459379,-12.996904857,20.4086345116,-117.35412167,24.1957,-2.28263,2.13786,-1,20.8686183953,3.74974848027,-19.5420998947,6.28847767798,19.8986,0.310989,-1.38122,1,85.8611746175
GSF-GSF,142422,645997419,53.0424897001,6.78462408845,-47.1992677839,23.2315240559,47.6844,0.469728,-1.42803,1,35.7634493295,-9.27444976998,28.859253072,-18.9776816621,30.3129,-0.591042,1.88174,-1,86.7516239632
GSF-GSF,142422,466035616,41.4217133682,32.7564051584,-12.1371928547,22.2590388114,34.9327,0.600459,-0.354845,1,138.06112667,-28.6243762109,3.75254167569,135.009030123,28.8693,2.24695,3.01124,-1,85.9852796899
GSF-GSF,142422,466035616,9.99779841602,-1.00379311862,5.18684235941,-8.48793488547,5.28308,-1.25249,1.76196,1,138.06112667,-28.6243762109,3.75254167569,135.009030123,28.8693,2.24695,3.01124,-1,70.3996928467
GSF-GSF,142422,466035616,9.99779841602,-1.00379311862,5.18684235941,-8.48793488547,5.28308,-1.25249,1.76196,1,41.4217133682,32.7564051584,-12.1371928547,22.2590388114,34.9327,0.600459,-0.354845,1,37.3869916607
GSF-GSF,142422,712582583,50.5568368659,41.0962435546,4.9810013753,29.0220975229,41.397,0.653541,0.120615,-1,38.3648427141,-34.3133015535,-5.83864528389,16.1359447807,34.8065,0.448411,-2.97305,1,76.2959530996
GSF-GSF,142422,437449278,47.2666167328,42.3712185315,-11.151466225,-17.7329551483,43.8141,-0.394425,-0.257349,1,46.4202597488,-44.5002023084,9.53898410341,-9.14222575075,45.5111,-0.199552,2.93043,-1,89.7096583764
GSF-GSF,142422,669064371,156.350482103,31.3252095371,-9.15711733565,152.906349453,32.6362,2.24875,-0.2844,1,34.213561631,-29.681714728,-3.20081009235,16.7128221668,29.8538,0.534069,-3.03417,-1,85.9568027423
GSF-GSF,142422,227012121,63.3129706516,-23.6824787368,-38.313117072,-44.4946908471,45.0417,-0.87276,-2.12444,-1,46.3310607847,28.3093569428,35.8686283658,-7.65434528943,45.6944,-0.166738,0.902644,1,96.3063244686
GSF-GSF,142422,698257713,64.1320017769,-20.8966971914,-41.1467890301,-44.5329479224,46.149,-0.856394,-2.04071,-1,55.8289619155,20.4907506104,40.0086811819,-33.1105354503,44.9507,-0.68239,1.09747,1,91.4366568596
GSF-GSF,142422,119307162,100.723300395,-46.1523729458,24.8531402677,-86.0085061642,52.4187,-1.27041,2.64762,1,79.0208688449,41.3617941949,-14.7874643352,-65.6873701121,43.9257,-1.19222,-0.343354,-1,95.7708725026
GSF-GSF,142422,310116483,176.959199376,92.816906847,71.1664485791,132.796523462,116.96,0.973952,0.654129,1,22.0656929992,-18.8309721575,6.7946199375,9.28021738889,20.0193,0.448387,2.79531,-1,88.7313966874
GSF-GSF,142422,475026917,25.3109261851,-18.2070942767,7.37352088559,-15.9617007814,19.6435,-0.742453,2.7568,1,34.8565163922,-7.18507513977,4.75060873791,-33.7754814413,8.61357,-2.07542,2.5574,-1,18.8302167813
GSF-GSF,142422,475026917,84.797293796,26.3437930836,-30.3833216363,74.6554711134,40.2137,1.37754,-0.856488,-1,34.8565163922,-7.18507513977,4.75060873791,-33.7754814413,8.61357,-2.07542,2.5574,-1,107.804305541
GSF-GSF,142422,475026917,84.797293796,26.3437930836,-30.3833216363,74.6554711134,40.2137,1.37754,-0.856488,-1,25.3109261851,-18.2070942767,7.37352088559,-15.9617007814,19.6435,-0.742453,2.7568,1,89.90664399
GSF-GSF,142422,564283021,176.224183204,-9.9420765911,42.1304097632,170.824899918,43.2876,2.0816,1.80254,1,53.2884585777,-0.204585557357,-35.9949185997,39.2935592315,35.9955,0.944701,-1.57648,-1,91.5733960156
GSF-GSF,142422,354119449,175.454496933,21.7082693126,22.6121697564,-172.631750603,31.3458,-2.40737,0.80579,-1,22.8777794805,6.04736715991,-22.0248711786,-1.31422741485,22.84,-0.0575089,-1.30283,1,91.1469600333
GSF-GSF,142422,330255334,86.7666020392,25.3091818902,-5.61425216807,-82.8031926547,25.9244,-1.87808,-0.218292,-1,29.1085894159,-28.4727007627,3.16436648958,5.15771979897,28.648,0.179079,3.03091,1,85.9199089169
GSF-GSF,142422,449602446,98.4635344372,40.1429811038,86.5170430901,24.4624188633,95.3764,0.253751,1.13637,-1,52.6800635183,-35.937052239,24.3897153321,29.8137410336,43.4319,0.641529,2.54532,1,87.065990883
GSF-GSF,142422,449602446,9.91556150561,-8.58030247657,4.71480249141,1.57079807354,9.79035,0.159763,2.63914,1,52.6800635183,-35.937052239,24.3897153321,29.8137410336,43.4319,0.641529,2.54532,1,10.2154367773
GSF-GSF,142422,449602446,9.91556150561,-8.58030247657,4.71480249141,1.57079807354,9.79035,0.159763,2.63914,1,98.4635344372,40.1429811038,86.5170430901,24.4624188633,95.3764,0.253751,1.13637,-1,41.819226714
GSF-GSF,142422,449602446,6.40888453461,-2.02616200249,-3.68872999616,-4.83339831506,4.20857,-0.982559,-2.07309,-1,52.6800635183,-35.937052239,24.3897153321,29.8137410336,43.4319,0.641529,2.54532,1,31.587178257
GSF-GSF,142422,449602446,6.40888453461,-2.02616200249,-3.68872999616,-4.83339831506,4.20857,-0.982559,-2.07309,-1,98.4635344372,40.1429811038,86.5170430901,24.4624188633,95.3764,0.253751,1.13637,-1,47.9531486445
GSF-GSF,142422,449602446,6.40888453461,-2.02616200249,-3.68872999616,-4.83339831506,4.20857,-0.982559,-2.07309,-1,9.91556150561,-8.58030247657,4.71480249141,1.57079807354,9.79035,0.159763,2.63914,1,11.9286656703
GSF-GSF,142422,449602446,5.19641156104,4.71939208586,1.50146478158,-1.57341498028,4.95248,-0.312587,0.308022,-1,52.6800635183,-35.937052239,24.3897153321,29.8137410336,43.4319,0.641529,2.54532,1,30.121003285
GSF-GSF,142422,449602446,5.19641156104,4.71939208586,1.50146478158,-1.57341498028,4.95248,-0.312587,0.308022,-1,98.4635344372,40.1429811038,86.5170430901,24.4624188633,95.3764,0.253751,1.13637,-1,21.4845909765
GSF-GSF,142422,449602446,5.19641156104,4.71939208586,1.50146478158,-1.57341498028,4.95248,-0.312587,0.308022,-1,9.91556150561,-8.58030247657,4.71480249141,1.57079807354,9.79035,0.159763,2.63914,1,13.2220692505
GSF-GSF,142422,449602446,5.19641156104,4.71939208586,1.50146478158,-1.57341498028,4.95248,-0.312587,0.308022,-1,6.40888453461,-2.02616200249,-3.68872999616,-4.83339831506,4.20857,-0.982559,-2.07309,-1,9.03316242883
GSF-GSF,142422,562140779,155.271933921,-7.85370468499,-35.3158664156,-150.998285969,36.1786,-2.136,-1.78962,1,47.5123953289,0.805204632651,36.2215512609,-30.7372506802,36.2305,-0.770003,1.54857,-1,89.683762691
GSF-GSF,142513,10572315,16.2169527335,5.23362834487,-0.714904273797,15.3325667103,5.28223,1.78721,-0.135758,1,45.6664893804,8.55119312014,-40.7231799337,18.8129732998,41.6113,0.437975,-1.36382,1,27.5046610535
GSF-GSF,142513,10572315,93.7796793893,35.7753738512,33.0035184194,80.1593329803,48.6735,1.27357,0.745119,-1,45.6664893804,8.55119312014,-40.7231799337,18.8129732998,41.6113,0.437975,-1.36382,1,87.3228427204
GSF-GSF,142513,10572315,93.7796793893,35.7753738512,33.0035184194,80.1593329803,48.6735,1.27357,0.745119,-1,16.2169527335,5.23362834487,-0.714904273797,15.3325667103,5.28223,1.78721,-0.135758,1,16.0082262376
GSF-GSF,142513,10572315,5.18229493341,-5.1422090431,0.354150291718,0.537070054651,5.15439,0.104009,3.07283,1,45.6664893804,8.55119312014,-40.7231799337,18.8129732998,41.6113,0.437975,-1.36382,1,23.8724728862
GSF-GSF,142513,10572315,5.18229493341,-5.1422090431,0.354150291718,0.537070054651,5.15439,0.104009,3.07283,1,16.2169527335,5.23362834487,-0.714904273797,15.3325667103,5.28223,1.78721,-0.135758,1,14.3507466263
GSF-GSF,142513,10572315,5.18229493341,-5.1422090431,0.354150291718,0.537070054651,5.15439,0.104009,3.07283,1,93.7796793893,35.7753738512,33.0035184194,80.1593329803,48.6735,1.27357,0.745119,-1,35.0776004178
GSF-GSF,142513,10572315,3.29778327971,-2.30252329645,2.2287231141,-0.778815799008,3.2045,-0.240707,2.37248,-1,45.6664893804,8.55119312014,-40.7231799337,18.8129732998,41.6113,0.437975,-1.36382,1,23.4819096321
GSF-GSF,142513,10572315,3.29778327971,-2.30252329645,2.2287231141,-0.778815799008,3.2045,-0.240707,2.37248,-1,16.2169527335,5.23362834487,-0.714904273797,15.3325667103,5.28223,1.78721,-0.135758,1,12.5749843654
GSF-GSF,142513,10572315,3.29778327971,-2.30252329645,2.2287231141,-0.778815799008,3.2045,-0.240707,2.37248,-1,93.7796793893,35.7753738512,33.0035184194,80.1593329803,48.6735,1.27357,0.745119,-1,27.5866758155
GSF-GSF,142513,10572315,3.29778327971,-2.30252329645,2.2287231141,-0.778815799008,3.2045,-0.240707,2.37248,-1,5.18229493341,-5.1422090431,0.354150291718,0.537070054651,5.15439,0.104009,3.07283,1,3.12378149965
GSF-GSF,142513,10572315,1.90839209886,-1.87512615435,0.346434647344,0.0764531377426,1.90686,0.040083,2.9589,1,45.6664893804,8.55119312014,-40.7231799337,18.8129732998,41.6113,0.437975,-1.36382,1,15.2219409595
GSF-GSF,142513,10572315,1.90839209886,-1.87512615435,0.346434647344,0.0764531377426,1.90686,0.040083,2.9589,1,16.2169527335,5.23362834487,-0.714904273797,15.3325667103,5.28223,1.78721,-0.135758,1,8.92608121094
GSF-GSF,142513,10572315,1.90839209886,-1.87512615435,0.346434647344,0.0764531377426,1.90686,0.040083,2.9589,1,93.7796793893,35.7753738512,33.0035184194,80.1593329803,48.6735,1.27357,0.745119,-1,21.3770785582
GSF-GSF,142513,10572315,1.90839209886,-1.87512615435,0.346434647344,0.0764531377426,1.90686,0.040083,2.9589,1,5.18229493341,-5.1422090431,0.354150291718,0.537070054651,5.15439,0.104009,3.07283,1,0.409413423972
GSF-GSF,142513,10572315,1.90839209886,-1.87512615435,0.346434647344,0.0764531377426,1.90686,0.040083,2.9589,1,3.29778327971,-2.30252329645,2.2287231141,-0.778815799008,3.2045,-0.240707,2.37248,-1,1.58957740749
GSF-GSF,142513,2625980,60.2318779166,-9.79435270396,-36.1701727249,-47.1557883749,37.4728,-1.05283,-1.83524,1,178.592507191,1.68103055129,42.3570554742,-173.488724741,42.3904,-2.11694,1.53113,-1,90.8239078616
GSF-GSF,142513,2625980,18.8208229161,5.0911686726,-5.01570768015,-17.4110899427,7.14684,-1.62327,-0.777932,1,178.592507191,1.68103055129,42.3570554742,-173.488724741,42.3904,-2.11694,1.53113,-1,33.0006775719
GSF-GSF,142513,2625980,18.8208229161,5.0911686726,-5.01570768015,-17.4110899427,7.14684,-1.62327,-0.777932,1,60.2318779166,-9.79435270396,-36.1701727249,-47.1557883749,37.4728,-1.05283,-1.83524,1,19.0276390677
GSF-GSF,142513,90319615,112.029344285,22.3021278826,-13.7902743119,108.917479804,26.2213,2.13135,-0.553795,1,26.5675100221,-25.0244179538,8.46070694877,-2.833290051,26.416,-0.107052,2.81556,-1,88.9911094247
GSF-GSF,142514,15044054,73.1229183087,7.49370902624,-46.9798975251,-55.5310249796,47.5738,-0.994844,-1.41262,1,47.4423693911,-6.364696991,42.1743429803,20.7748366919,42.6519,0.469625,1.72058,-1,115.341354037
GSF-GSF,142523,24710785,46.9411635897,-18.6210099528,37.4321633403,21.3439446891,41.808,0.490604,2.03241,1,47.7556640323,28.5283462587,-36.2120946623,-12.4668001833,46.0997,-0.267239,-0.903531,-1,93.749888463
GSF-GSF,142523,45605427,63.117847623,34.5740623598,9.09220061943,-52.0175815291,35.7496,-1.16957,0.257155,-1,3.22668474188,0.465723325155,2.08318545418,2.41969715259,2.13461,0.972731,1.35085,-1,24.2687248397
GSF-GSF,142523,45605427,143.78602875,-48.8901419353,-1.31412419041,-135.212607262,48.9078,-1.74127,-3.11472,1,3.22668474188,0.465723325155,2.08318545418,2.41969715259,2.13461,0.972731,1.35085,-1,40.4136756552
GSF-GSF,142523,45605427,143.78602875,-48.8901419353,-1.31412419041,-135.212607262,48.9078,-1.74127,-3.11472,1,63.117847623,34.5740623598,9.09220061943,-52.0175815291,35.7496,-1.16957,0.257155,-1,86.5368236999
GSF-GSF,142524,149257782,45.8591859442,-35.5533579835,26.6084843037,11.4460575903,44.4078,0.254977,2.49911,1,43.5298617905,30.3412018203,-30.9685349208,-3.90002361473,43.3548,-0.0898351,-0.79563,-1,88.8103744666
GSF-GSF,142524,198627847,93.5755968396,-10.3098111514,-27.3809231361,88.884110874,29.2576,1.83039,-1.93091,-1,33.7935320856,13.7154570072,29.5629543051,-8.93984241461,32.5896,-0.270987,1.13641,1,99.0729491836
GSF-GSF,142524,195452388,40.6537599209,21.4504224379,15.2137740764,31.0023975046,26.2979,1.00239,0.616909,-1,42.4346858644,-25.9586739547,-30.442655999,-14.1454765344,40.0076,-0.346589,-2.27686,1,79.7953060152
GSF-GSF,142524,197315589,48.5877803649,39.7727206055,11.486225631,-25.4355994016,41.3981,-0.581146,0.281147,1,85.3668502624,-50.058399115,21.1568378197,-65.8334566537,54.3457,-1.02324,2.74172,-1,91.8827388546
GSF-GSF,142524,73218811,220.264466766,-45.7372336369,6.80226457371,215.356146825,46.2403,2.24292,2.99395,1,103.830576285,36.1343391116,-14.1483697725,96.3063951205,38.8055,1.64044,-0.3732,-1,88.0788058116
